GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	Biosample	distance_min	distance_max	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	tissue.biosample	pred_name_long	hex	count	cat	pairs
T_CD4_pos	290	240	BMMC22_CD4_pos_T_activated	10	100	1920	0.151041666666667	0.125	0.827586206896552	ABC_distanceToTSS	T_CD4_pos.BMMC22_CD4_pos_T_activated	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
Tfh	46	43	BMMC22_CD4_pos_T_activated	10	100	202	0.227722772277228	0.212871287128713	0.934782608695652	ABC_distanceToTSS	Tfh.BMMC22_CD4_pos_T_activated	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
Treg	93	79	BMMC22_CD4_pos_T_activated	10	100	481	0.193347193347193	0.164241164241164	0.849462365591398	ABC_distanceToTSS	Treg.BMMC22_CD4_pos_T_activated	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	29	26	BMMC22_CD4_pos_T_activated	10	100	134	0.216417910447761	0.194029850746269	0.896551724137931	ABC_distanceToTSS	T.BMMC22_CD4_pos_T_activated	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
Tfh	42	38	BMMC22_CD4_pos_T_naive	10	100	202	0.207920792079208	0.188118811881188	0.904761904761905	ABC_distanceToTSS	Tfh.BMMC22_CD4_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
Treg	87	74	BMMC22_CD4_pos_T_naive	10	100	481	0.180873180873181	0.153846153846154	0.850574712643678	ABC_distanceToTSS	Treg.BMMC22_CD4_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	26	24	BMMC22_CD4_pos_T_naive	10	100	134	0.194029850746269	0.17910447761194	0.923076923076923	ABC_distanceToTSS	T.BMMC22_CD4_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD4_pos_naive	9	9	BMMC22_CD4_pos_T_naive	10	100	53	0.169811320754717	0.169811320754717	1	ABC_distanceToTSS	T_CD4_pos_naive.BMMC22_CD4_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD8_pos	63	51	BMMC22_CD8_pos_T	10	100	384	0.1640625	0.1328125	0.80952380952381	ABC_distanceToTSS	T_CD8_pos.BMMC22_CD8_pos_T	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	28	26	BMMC22_CD8_pos_T	10	100	134	0.208955223880597	0.194029850746269	0.928571428571429	ABC_distanceToTSS	T.BMMC22_CD8_pos_T	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD8_pos	56	46	BMMC22_CD8_pos_T_naive	10	100	384	0.145833333333333	0.119791666666667	0.821428571428571	ABC_distanceToTSS	T_CD8_pos.BMMC22_CD8_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	21	19	BMMC22_CD8_pos_T_naive	10	100	134	0.156716417910448	0.141791044776119	0.904761904761905	ABC_distanceToTSS	T.BMMC22_CD8_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	376	318	BMMC22_CD14_pos_Mono	10	100	1412	0.26628895184136	0.225212464589235	0.845744680851064	ABC_distanceToTSS	monocyte.BMMC22_CD14_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
macrophage	81	65	BMMC22_CD14_pos_Mono	10	100	271	0.298892988929889	0.239852398523985	0.802469135802469	ABC_distanceToTSS	macrophage.BMMC22_CD14_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte_CD14_pos	9	8	BMMC22_CD14_pos_Mono	10	100	22	0.409090909090909	0.363636363636364	0.888888888888889	ABC_distanceToTSS	monocyte_CD14_pos.BMMC22_CD14_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	322	284	BMMC22_CD16_pos_Mono	10	100	1412	0.228045325779037	0.201133144475921	0.881987577639752	ABC_distanceToTSS	monocyte.BMMC22_CD16_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte_CD16_pos	52	43	BMMC22_CD16_pos_Mono	10	100	232	0.224137931034483	0.185344827586207	0.826923076923077	ABC_distanceToTSS	monocyte_CD16_pos.BMMC22_CD16_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
macrophage	62	51	BMMC22_CD16_pos_Mono	10	100	271	0.228782287822878	0.188191881918819	0.82258064516129	ABC_distanceToTSS	macrophage.BMMC22_CD16_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
dendritic	7	6	BMMC22_cDC2	10	100	21	0.333333333333333	0.285714285714286	0.857142857142857	ABC_distanceToTSS	dendritic.BMMC22_cDC2	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
blood	217	180	BMMC22_Erythroblast	10	100	1464	0.148224043715847	0.122950819672131	0.829493087557604	ABC_distanceToTSS	blood.BMMC22_Erythroblast	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	296	251	BMMC22_G_M_prog	10	100	1412	0.209631728045326	0.177762039660057	0.847972972972973	ABC_distanceToTSS	monocyte.BMMC22_G_M_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
iPSC	22	12	BMMC22_G_M_prog	10	100	316	0.069620253164557	0.0379746835443038	0.545454545454545	ABC_distanceToTSS	iPSC.BMMC22_G_M_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
neutrophil	116	94	BMMC22_G_M_prog	10	100	486	0.238683127572016	0.193415637860082	0.810344827586207	ABC_distanceToTSS	neutrophil.BMMC22_G_M_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
iPSC	23	15	BMMC22_HSC	10	100	316	0.0727848101265823	0.0474683544303798	0.652173913043478	ABC_distanceToTSS	iPSC.BMMC22_HSC	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
NK	71	66	BMMC22_ILC	10	100	370	0.191891891891892	0.178378378378378	0.929577464788732	ABC_distanceToTSS	NK.BMMC22_ILC	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
iPSC	17	13	BMMC22_Lymph_prog	10	100	316	0.0537974683544304	0.0411392405063291	0.764705882352941	ABC_distanceToTSS	iPSC.BMMC22_Lymph_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
NK	54	50	BMMC22_Lymph_prog	10	100	370	0.145945945945946	0.135135135135135	0.925925925925926	ABC_distanceToTSS	NK.BMMC22_Lymph_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	29	23	BMMC22_Lymph_prog	10	100	134	0.216417910447761	0.171641791044776	0.793103448275862	ABC_distanceToTSS	T.BMMC22_Lymph_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
B	37	29	BMMC22_Lymph_prog	10	100	256	0.14453125	0.11328125	0.783783783783784	ABC_distanceToTSS	B.BMMC22_Lymph_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
iPSC	21	15	BMMC22_MK_E_prog	10	100	316	0.0664556962025316	0.0474683544303798	0.714285714285714	ABC_distanceToTSS	iPSC.BMMC22_MK_E_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
B	43	36	BMMC22_Naive_CD20_pos_B	10	100	256	0.16796875	0.140625	0.837209302325582	ABC_distanceToTSS	B.BMMC22_Naive_CD20_pos_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
NK	82	76	BMMC22_NK	10	100	370	0.221621621621622	0.205405405405405	0.926829268292683	ABC_distanceToTSS	NK.BMMC22_NK	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
blood	176	143	BMMC22_Normoblast	10	100	1464	0.120218579234973	0.0976775956284153	0.8125	ABC_distanceToTSS	blood.BMMC22_Normoblast	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
dendritic	7	6	BMMC22_pDC	10	100	21	0.333333333333333	0.285714285714286	0.857142857142857	ABC_distanceToTSS	dendritic.BMMC22_pDC	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
B	37	28	BMMC22_Plasma_cell	10	100	256	0.14453125	0.109375	0.756756756756757	ABC_distanceToTSS	B.BMMC22_Plasma_cell	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
blood	208	168	BMMC22_Proerythroblast	10	100	1464	0.14207650273224	0.114754098360656	0.807692307692308	ABC_distanceToTSS	blood.BMMC22_Proerythroblast	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
B	44	36	BMMC22_Transitional_B	10	100	256	0.171875	0.140625	0.818181818181818	ABC_distanceToTSS	B.BMMC22_Transitional_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
dendritic	8	8	PBMC_10_cDC	10	100	21	0.380952380952381	0.380952380952381	1	ABC_distanceToTSS	dendritic.PBMC_10_cDC	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	307	263	PBMC_11_CD14.Mono.1	10	100	1412	0.21742209631728	0.186260623229462	0.856677524429968	ABC_distanceToTSS	monocyte.PBMC_11_CD14.Mono.1	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
macrophage	64	55	PBMC_11_CD14.Mono.1	10	100	271	0.236162361623616	0.202952029520295	0.859375	ABC_distanceToTSS	macrophage.PBMC_11_CD14.Mono.1	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte_CD14_pos	7	7	PBMC_11_CD14.Mono.1	10	100	22	0.318181818181818	0.318181818181818	1	ABC_distanceToTSS	monocyte_CD14_pos.PBMC_11_CD14.Mono.1	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	326	281	PBMC_12_CD14.Mono.2	10	100	1412	0.230878186968839	0.199008498583569	0.861963190184049	ABC_distanceToTSS	monocyte.PBMC_12_CD14.Mono.2	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
macrophage	68	54	PBMC_12_CD14.Mono.2	10	100	271	0.250922509225092	0.199261992619926	0.794117647058824	ABC_distanceToTSS	macrophage.PBMC_12_CD14.Mono.2	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte_CD14_pos	7	7	PBMC_12_CD14.Mono.2	10	100	22	0.318181818181818	0.318181818181818	1	ABC_distanceToTSS	monocyte_CD14_pos.PBMC_12_CD14.Mono.2	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	306	266	PBMC_13_CD16.Mono	10	100	1412	0.21671388101983	0.188385269121813	0.869281045751634	ABC_distanceToTSS	monocyte.PBMC_13_CD16.Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte_CD16_pos	50	41	PBMC_13_CD16.Mono	10	100	232	0.21551724137931	0.176724137931034	0.82	ABC_distanceToTSS	monocyte_CD16_pos.PBMC_13_CD16.Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
macrophage	61	49	PBMC_13_CD16.Mono	10	100	271	0.225092250922509	0.180811808118081	0.80327868852459	ABC_distanceToTSS	macrophage.PBMC_13_CD16.Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
B	45	38	PBMC_17_B	10	100	256	0.17578125	0.1484375	0.844444444444445	ABC_distanceToTSS	B.PBMC_17_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
B_memory	2	2	PBMC_17_B	10	100	29	0.0689655172413793	0.0689655172413793	1	ABC_distanceToTSS	B_memory.PBMC_17_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
Tfh	29	27	PBMC_20_CD4.N1	10	100	202	0.143564356435644	0.133663366336634	0.931034482758621	ABC_distanceToTSS	Tfh.PBMC_20_CD4.N1	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
Treg	75	63	PBMC_20_CD4.N1	10	100	481	0.155925155925156	0.130977130977131	0.84	ABC_distanceToTSS	Treg.PBMC_20_CD4.N1	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	23	19	PBMC_20_CD4.N1	10	100	134	0.171641791044776	0.141791044776119	0.826086956521739	ABC_distanceToTSS	T.PBMC_20_CD4.N1	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD4_pos_naive	6	6	PBMC_20_CD4.N1	10	100	53	0.113207547169811	0.113207547169811	1	ABC_distanceToTSS	T_CD4_pos_naive.PBMC_20_CD4.N1	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD4_pos	296	240	PBMC_22_CD4.M	10	100	1920	0.154166666666667	0.125	0.810810810810811	ABC_distanceToTSS	T_CD4_pos.PBMC_22_CD4.M	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
Tfh	38	34	PBMC_22_CD4.M	10	100	202	0.188118811881188	0.168316831683168	0.894736842105263	ABC_distanceToTSS	Tfh.PBMC_22_CD4.M	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
Treg	93	77	PBMC_22_CD4.M	10	100	481	0.193347193347193	0.16008316008316	0.827956989247312	ABC_distanceToTSS	Treg.PBMC_22_CD4.M	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	27	25	PBMC_22_CD4.M	10	100	134	0.201492537313433	0.186567164179104	0.925925925925926	ABC_distanceToTSS	T.PBMC_22_CD4.M	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD8_pos	58	49	PBMC_24_CD8.CM	10	100	384	0.151041666666667	0.127604166666667	0.844827586206897	ABC_distanceToTSS	T_CD8_pos.PBMC_24_CD8.CM	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	25	21	PBMC_24_CD8.CM	10	100	134	0.186567164179104	0.156716417910448	0.84	ABC_distanceToTSS	T.PBMC_24_CD8.CM	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
NK	68	61	PBMC_25_NK	10	100	370	0.183783783783784	0.164864864864865	0.897058823529412	ABC_distanceToTSS	NK.PBMC_25_NK	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1920 variants	10-100 Kb	64-64 biosample pairs
blood	18	0	K562	100	250	243	0.0740740740740741	0	0	ABC_distanceToTSS	blood.K562	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
spleen	3	0	K562	100	250	47	0.0638297872340426	0	0	ABC_distanceToTSS	spleen.K562	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
LCL	14	0	GM12878	100	250	240	0.0583333333333333	0	0	ABC_distanceToTSS	LCL.GM12878	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
B	6	0	BMMC22_B1_B	100	250	43	0.13953488372093	0	0	ABC_distanceToTSS	B.BMMC22_B1_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
T_CD4_pos	34	0	BMMC22_CD4_pos_T_activated	100	250	460	0.0739130434782609	0	0	ABC_distanceToTSS	T_CD4_pos.BMMC22_CD4_pos_T_activated	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
Tfh	5	0	BMMC22_CD4_pos_T_activated	100	250	34	0.147058823529412	0	0	ABC_distanceToTSS	Tfh.BMMC22_CD4_pos_T_activated	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
Treg	15	0	BMMC22_CD4_pos_T_activated	100	250	110	0.136363636363636	0	0	ABC_distanceToTSS	Treg.BMMC22_CD4_pos_T_activated	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
T	4	0	BMMC22_CD4_pos_T_activated	100	250	27	0.148148148148148	0	0	ABC_distanceToTSS	T.BMMC22_CD4_pos_T_activated	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
Tfh	5	0	BMMC22_CD4_pos_T_naive	100	250	34	0.147058823529412	0	0	ABC_distanceToTSS	Tfh.BMMC22_CD4_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
Treg	12	0	BMMC22_CD4_pos_T_naive	100	250	110	0.109090909090909	0	0	ABC_distanceToTSS	Treg.BMMC22_CD4_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
T	2	0	BMMC22_CD4_pos_T_naive	100	250	27	0.0740740740740741	0	0	ABC_distanceToTSS	T.BMMC22_CD4_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
T_CD8_pos	7	0	BMMC22_CD8_pos_T	100	250	84	0.0833333333333333	0	0	ABC_distanceToTSS	T_CD8_pos.BMMC22_CD8_pos_T	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
T	3	0	BMMC22_CD8_pos_T	100	250	27	0.111111111111111	0	0	ABC_distanceToTSS	T.BMMC22_CD8_pos_T	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
T_CD8_pos	4	0	BMMC22_CD8_pos_T_naive	100	250	84	0.0476190476190476	0	0	ABC_distanceToTSS	T_CD8_pos.BMMC22_CD8_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
T	2	0	BMMC22_CD8_pos_T_naive	100	250	27	0.0740740740740741	0	0	ABC_distanceToTSS	T.BMMC22_CD8_pos_T_naive	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	30	0	BMMC22_CD14_pos_Mono	100	250	265	0.113207547169811	0	0	ABC_distanceToTSS	monocyte.BMMC22_CD14_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
macrophage	5	0	BMMC22_CD14_pos_Mono	100	250	53	0.0943396226415094	0	0	ABC_distanceToTSS	macrophage.BMMC22_CD14_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	26	0	BMMC22_CD16_pos_Mono	100	250	265	0.0981132075471698	0	0	ABC_distanceToTSS	monocyte.BMMC22_CD16_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte_CD16_pos	1	0	BMMC22_CD16_pos_Mono	100	250	37	0.027027027027027	0	0	ABC_distanceToTSS	monocyte_CD16_pos.BMMC22_CD16_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
macrophage	4	0	BMMC22_CD16_pos_Mono	100	250	53	0.0754716981132076	0	0	ABC_distanceToTSS	macrophage.BMMC22_CD16_pos_Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
blood	16	0	BMMC22_Erythroblast	100	250	243	0.065843621399177	0	0	ABC_distanceToTSS	blood.BMMC22_Erythroblast	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	27	0	BMMC22_G_M_prog	100	250	265	0.10188679245283	0	0	ABC_distanceToTSS	monocyte.BMMC22_G_M_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
iPSC	1	0	BMMC22_G_M_prog	100	250	63	0.0158730158730159	0	0	ABC_distanceToTSS	iPSC.BMMC22_G_M_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
neutrophil	10	0	BMMC22_G_M_prog	100	250	97	0.103092783505155	0	0	ABC_distanceToTSS	neutrophil.BMMC22_G_M_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
iPSC	0	0	BMMC22_HSC	100	250	63	0	0	NA	ABC_distanceToTSS	iPSC.BMMC22_HSC	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
NK	3	0	BMMC22_ILC	100	250	59	0.0508474576271187	0	0	ABC_distanceToTSS	NK.BMMC22_ILC	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
iPSC	1	0	BMMC22_Lymph_prog	100	250	63	0.0158730158730159	0	0	ABC_distanceToTSS	iPSC.BMMC22_Lymph_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
NK	3	0	BMMC22_Lymph_prog	100	250	59	0.0508474576271187	0	0	ABC_distanceToTSS	NK.BMMC22_Lymph_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
T	4	0	BMMC22_Lymph_prog	100	250	27	0.148148148148148	0	0	ABC_distanceToTSS	T.BMMC22_Lymph_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
B	4	0	BMMC22_Lymph_prog	100	250	43	0.0930232558139535	0	0	ABC_distanceToTSS	B.BMMC22_Lymph_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
iPSC	0	0	BMMC22_MK_E_prog	100	250	63	0	0	NA	ABC_distanceToTSS	iPSC.BMMC22_MK_E_prog	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
B	9	0	BMMC22_Naive_CD20_pos_B	100	250	43	0.209302325581395	0	0	ABC_distanceToTSS	B.BMMC22_Naive_CD20_pos_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
NK	4	0	BMMC22_NK	100	250	59	0.0677966101694915	0	0	ABC_distanceToTSS	NK.BMMC22_NK	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
blood	7	0	BMMC22_Normoblast	100	250	243	0.0288065843621399	0	0	ABC_distanceToTSS	blood.BMMC22_Normoblast	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
B	5	0	BMMC22_Plasma_cell	100	250	43	0.116279069767442	0	0	ABC_distanceToTSS	B.BMMC22_Plasma_cell	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
blood	15	0	BMMC22_Proerythroblast	100	250	243	0.0617283950617284	0	0	ABC_distanceToTSS	blood.BMMC22_Proerythroblast	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
B	6	0	BMMC22_Transitional_B	100	250	43	0.13953488372093	0	0	ABC_distanceToTSS	B.BMMC22_Transitional_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	27	0	PBMC_11_CD14.Mono.1	100	250	265	0.10188679245283	0	0	ABC_distanceToTSS	monocyte.PBMC_11_CD14.Mono.1	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
macrophage	5	0	PBMC_11_CD14.Mono.1	100	250	53	0.0943396226415094	0	0	ABC_distanceToTSS	macrophage.PBMC_11_CD14.Mono.1	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	32	0	PBMC_12_CD14.Mono.2	100	250	265	0.120754716981132	0	0	ABC_distanceToTSS	monocyte.PBMC_12_CD14.Mono.2	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
macrophage	5	0	PBMC_12_CD14.Mono.2	100	250	53	0.0943396226415094	0	0	ABC_distanceToTSS	macrophage.PBMC_12_CD14.Mono.2	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	26	0	PBMC_13_CD16.Mono	100	250	265	0.0981132075471698	0	0	ABC_distanceToTSS	monocyte.PBMC_13_CD16.Mono	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-460 variants	100-250 Kb	55-55 biosample pairs
