feature	coefficient	test_chr	cluster	cell_count	atac_frag_per_cell	rna_umi_per_cell	log10_total_frag	log10_total_umi
numCandidateEnhGene	0.348481464416013	none	atac_1000_rna_100_cells_2000	2000	1000	100	6.30102999566398	5.30102999566398
ABC.Score	1.68671510669797	none	atac_1000_rna_100_cells_2000	2000	1000	100	6.30102999566398	5.30102999566398
numTSSEnhGene	-1.55754441869839	none	atac_2000_rna_200_cells_2000	2000	2000	200	6.60205999132796	5.60205999132796
normalizedATAC_prom	-1.26242014650188	none	atac_2000_rna_200_cells_2000	2000	2000	200	6.60205999132796	5.60205999132796
numNearbyEnhancers	0.110651086034613	none	atac_2000_rna_200_cells_2000	2000	2000	200	6.60205999132796	5.60205999132796
ubiqExpressed	-0.316230049230893	none	atac_2000_rna_200_cells_2000	2000	2000	200	6.60205999132796	5.60205999132796
numCandidateEnhGene	0.448059585968451	none	atac_2000_rna_200_cells_2000	2000	2000	200	6.60205999132796	5.60205999132796
ABC.Score	1.76534951309206	none	atac_2000_rna_200_cells_2000	2000	2000	200	6.60205999132796	5.60205999132796
numTSSEnhGene	-1.58090859827487	none	atac_4000_rna_400_cells_2000	2000	4000	400	6.90308998699194	5.90308998699194
normalizedATAC_prom	-1.32648772102851	none	atac_4000_rna_400_cells_2000	2000	4000	400	6.90308998699194	5.90308998699194
numNearbyEnhancers	0.196061616273032	none	atac_4000_rna_400_cells_2000	2000	4000	400	6.90308998699194	5.90308998699194
ubiqExpressed	-0.334885446553323	none	atac_4000_rna_400_cells_2000	2000	4000	400	6.90308998699194	5.90308998699194
numCandidateEnhGene	0.389371935203919	none	atac_4000_rna_400_cells_2000	2000	4000	400	6.90308998699194	5.90308998699194
ABC.Score	1.67486941435131	none	atac_4000_rna_400_cells_2000	2000	4000	400	6.90308998699194	5.90308998699194
numTSSEnhGene	-1.48158551637652	none	atac_10000_rna_1000_cells_2000	2000	10000	1000	7.30102999566398	6.30102999566398
normalizedATAC_prom	-1.05085549074117	none	atac_10000_rna_1000_cells_2000	2000	10000	1000	7.30102999566398	6.30102999566398
numNearbyEnhancers	0.200076350372704	none	atac_10000_rna_1000_cells_2000	2000	10000	1000	7.30102999566398	6.30102999566398
ubiqExpressed	-0.334294388869365	none	atac_10000_rna_1000_cells_2000	2000	10000	1000	7.30102999566398	6.30102999566398
numCandidateEnhGene	0.384238086296383	none	atac_10000_rna_1000_cells_2000	2000	10000	1000	7.30102999566398	6.30102999566398
ABC.Score	1.81262888273899	none	atac_10000_rna_1000_cells_2000	2000	10000	1000	7.30102999566398	6.30102999566398
numTSSEnhGene	-1.53555948357193	none	atac_20000_rna_2000_cells_2000	2000	20000	2000	7.60205999132796	6.60205999132796
normalizedATAC_prom	-1.38302995046338	none	atac_20000_rna_2000_cells_2000	2000	20000	2000	7.60205999132796	6.60205999132796
numNearbyEnhancers	0.13739355031926	none	atac_20000_rna_2000_cells_2000	2000	20000	2000	7.60205999132796	6.60205999132796
ubiqExpressed	-0.319396661222964	none	atac_20000_rna_2000_cells_2000	2000	20000	2000	7.60205999132796	6.60205999132796
numCandidateEnhGene	0.433165875058807	none	atac_20000_rna_2000_cells_2000	2000	20000	2000	7.60205999132796	6.60205999132796
ABC.Score	1.80351385281236	none	atac_20000_rna_2000_cells_2000	2000	20000	2000	7.60205999132796	6.60205999132796
numTSSEnhGene	-1.59214202931386	none	atac_30000_rna_3000_cells_2000	2000	30000	3000	7.77815125038364	6.77815125038364
normalizedATAC_prom	-1.30705131740936	none	atac_30000_rna_3000_cells_2000	2000	30000	3000	7.77815125038364	6.77815125038364
numNearbyEnhancers	0.190998714267837	none	atac_30000_rna_3000_cells_2000	2000	30000	3000	7.77815125038364	6.77815125038364
ubiqExpressed	-0.334778031951004	none	atac_30000_rna_3000_cells_2000	2000	30000	3000	7.77815125038364	6.77815125038364
numCandidateEnhGene	0.524693685860826	none	atac_30000_rna_3000_cells_2000	2000	30000	3000	7.77815125038364	6.77815125038364
ABC.Score	1.90587647494041	none	atac_30000_rna_3000_cells_2000	2000	30000	3000	7.77815125038364	6.77815125038364
numTSSEnhGene	-1.56173378026072	none	atac_33387_rna_3339_cells_2000	2000	33387	3339	7.82460739279624	6.82464641471835
normalizedATAC_prom	-1.26606162676463	none	atac_33387_rna_3339_cells_2000	2000	33387	3339	7.82460739279624	6.82464641471835
numNearbyEnhancers	0.202190272074503	none	atac_33387_rna_3339_cells_2000	2000	33387	3339	7.82460739279624	6.82464641471835
ubiqExpressed	-0.335191335429286	none	atac_33387_rna_3339_cells_2000	2000	33387	3339	7.82460739279624	6.82464641471835
numCandidateEnhGene	0.501340652388723	none	atac_33387_rna_3339_cells_2000	2000	33387	3339	7.82460739279624	6.82464641471835
ABC.Score	1.88387224317063	none	atac_33387_rna_3339_cells_2000	2000	33387	3339	7.82460739279624	6.82464641471835
numTSSEnhGene	-1.60850797021852	none	atac_1000_rna_100_cells_5000	5000	1000	100	6.69897000433602	5.69897000433602
normalizedATAC_prom	-1.25506700373935	none	atac_1000_rna_100_cells_5000	5000	1000	100	6.69897000433602	5.69897000433602
numNearbyEnhancers	0.168349165387989	none	atac_1000_rna_100_cells_5000	5000	1000	100	6.69897000433602	5.69897000433602
ubiqExpressed	-0.324508868109221	none	atac_1000_rna_100_cells_5000	5000	1000	100	6.69897000433602	5.69897000433602
numCandidateEnhGene	0.506938659385668	none	atac_1000_rna_100_cells_5000	5000	1000	100	6.69897000433602	5.69897000433602
ABC.Score	1.8405942360315	none	atac_1000_rna_100_cells_5000	5000	1000	100	6.69897000433602	5.69897000433602
numTSSEnhGene	-1.45496028557922	none	atac_2000_rna_200_cells_5000	5000	2000	200	7	6
normalizedATAC_prom	-1.25436441157415	none	atac_2000_rna_200_cells_5000	5000	2000	200	7	6
numNearbyEnhancers	0.157743521774996	none	atac_2000_rna_200_cells_5000	5000	2000	200	7	6
ubiqExpressed	-0.331129514887926	none	atac_2000_rna_200_cells_5000	5000	2000	200	7	6
numCandidateEnhGene	0.357390030072612	none	atac_2000_rna_200_cells_5000	5000	2000	200	7	6
ABC.Score	1.79221611534736	none	atac_2000_rna_200_cells_5000	5000	2000	200	7	6
numTSSEnhGene	-1.55957962667241	none	atac_4000_rna_400_cells_5000	5000	4000	400	7.30102999566398	6.30102999566398
normalizedATAC_prom	-1.17577343186949	none	atac_4000_rna_400_cells_5000	5000	4000	400	7.30102999566398	6.30102999566398
numNearbyEnhancers	0.16221208168469	none	atac_4000_rna_400_cells_5000	5000	4000	400	7.30102999566398	6.30102999566398
ubiqExpressed	-0.340437741902459	none	atac_4000_rna_400_cells_5000	5000	4000	400	7.30102999566398	6.30102999566398
numCandidateEnhGene	0.452399889018863	none	atac_4000_rna_400_cells_5000	5000	4000	400	7.30102999566398	6.30102999566398
ABC.Score	1.83156678969608	none	atac_4000_rna_400_cells_5000	5000	4000	400	7.30102999566398	6.30102999566398
numTSSEnhGene	-1.50952382334209	none	atac_10000_rna_1000_cells_5000	5000	10000	1000	7.69897000433602	6.69897000433602
normalizedATAC_prom	-1.31535430893226	none	atac_10000_rna_1000_cells_5000	5000	10000	1000	7.69897000433602	6.69897000433602
numNearbyEnhancers	0.143890553078612	none	atac_10000_rna_1000_cells_5000	5000	10000	1000	7.69897000433602	6.69897000433602
ubiqExpressed	-0.324016181992157	none	atac_10000_rna_1000_cells_5000	5000	10000	1000	7.69897000433602	6.69897000433602
numCandidateEnhGene	0.428573952591685	none	atac_10000_rna_1000_cells_5000	5000	10000	1000	7.69897000433602	6.69897000433602
ABC.Score	1.82160970483877	none	atac_10000_rna_1000_cells_5000	5000	10000	1000	7.69897000433602	6.69897000433602
numTSSEnhGene	-1.55854419557985	none	atac_20000_rna_2000_cells_5000	5000	20000	2000	8	7
normalizedATAC_prom	-1.33134782393335	none	atac_20000_rna_2000_cells_5000	5000	20000	2000	8	7
numNearbyEnhancers	0.204387211516193	none	atac_20000_rna_2000_cells_5000	5000	20000	2000	8	7
ubiqExpressed	-0.316786692346956	none	atac_20000_rna_2000_cells_5000	5000	20000	2000	8	7
numCandidateEnhGene	0.437495309756369	none	atac_20000_rna_2000_cells_5000	5000	20000	2000	8	7
ABC.Score	1.78213215658964	none	atac_20000_rna_2000_cells_5000	5000	20000	2000	8	7
numTSSEnhGene	-1.57885602384405	none	atac_30000_rna_3000_cells_5000	5000	30000	3000	8.17609125905568	7.17609125905568
normalizedATAC_prom	-1.37440189866549	none	atac_30000_rna_3000_cells_5000	5000	30000	3000	8.17609125905568	7.17609125905568
numNearbyEnhancers	0.179555588415427	none	atac_30000_rna_3000_cells_5000	5000	30000	3000	8.17609125905568	7.17609125905568
ubiqExpressed	-0.327606647078227	none	atac_30000_rna_3000_cells_5000	5000	30000	3000	8.17609125905568	7.17609125905568
numCandidateEnhGene	0.493322424204694	none	atac_30000_rna_3000_cells_5000	5000	30000	3000	8.17609125905568	7.17609125905568
ABC.Score	1.84507934358507	none	atac_30000_rna_3000_cells_5000	5000	30000	3000	8.17609125905568	7.17609125905568
numTSSEnhGene	-1.57895517069509	none	atac_33387_rna_3339_cells_5000	5000	33387	3339	8.22254740146827	7.22258642339039
normalizedATAC_prom	-1.34819154530613	none	atac_33387_rna_3339_cells_5000	5000	33387	3339	8.22254740146827	7.22258642339039
numNearbyEnhancers	0.122099758003444	none	atac_33387_rna_3339_cells_5000	5000	33387	3339	8.22254740146827	7.22258642339039
ubiqExpressed	-0.342673144054206	none	atac_33387_rna_3339_cells_5000	5000	33387	3339	8.22254740146827	7.22258642339039
numCandidateEnhGene	0.492475274463779	none	atac_33387_rna_3339_cells_5000	5000	33387	3339	8.22254740146827	7.22258642339039
ABC.Score	1.84654802936616	none	atac_33387_rna_3339_cells_5000	5000	33387	3339	8.22254740146827	7.22258642339039
numTSSEnhGene	-1.42826886727918	none	atac_1000_rna_100_cells_7821	7821	1000	100	6.89326228588799	5.89326228588799
normalizedATAC_prom	-1.28351312160407	none	atac_1000_rna_100_cells_7821	7821	1000	100	6.89326228588799	5.89326228588799
numNearbyEnhancers	0.134220993041314	none	atac_1000_rna_100_cells_7821	7821	1000	100	6.89326228588799	5.89326228588799
ubiqExpressed	-0.310594916459662	none	atac_1000_rna_100_cells_7821	7821	1000	100	6.89326228588799	5.89326228588799
numCandidateEnhGene	0.244020438425893	none	atac_1000_rna_100_cells_7821	7821	1000	100	6.89326228588799	5.89326228588799
ABC.Score	1.62771322049999	none	atac_1000_rna_100_cells_7821	7821	1000	100	6.89326228588799	5.89326228588799
numTSSEnhGene	-1.51341620613947	none	atac_2000_rna_200_cells_7821	7821	2000	200	7.19429228155197	6.19429228155197
normalizedATAC_prom	-1.34357088482993	none	atac_2000_rna_200_cells_7821	7821	2000	200	7.19429228155197	6.19429228155197
numNearbyEnhancers	0.140526458450502	none	atac_2000_rna_200_cells_7821	7821	2000	200	7.19429228155197	6.19429228155197
ubiqExpressed	-0.329923832889086	none	atac_2000_rna_200_cells_7821	7821	2000	200	7.19429228155197	6.19429228155197
numCandidateEnhGene	0.354760014908631	none	atac_2000_rna_200_cells_7821	7821	2000	200	7.19429228155197	6.19429228155197
ABC.Score	1.74263003314175	none	atac_2000_rna_200_cells_7821	7821	2000	200	7.19429228155197	6.19429228155197
numTSSEnhGene	-1.51595139441475	none	atac_4000_rna_400_cells_7821	7821	4000	400	7.49532227721595	6.49532227721595
normalizedATAC_prom	-1.2346278885827	none	atac_4000_rna_400_cells_7821	7821	4000	400	7.49532227721595	6.49532227721595
numNearbyEnhancers	0.17494776842925	none	atac_4000_rna_400_cells_7821	7821	4000	400	7.49532227721595	6.49532227721595
ubiqExpressed	-0.349024185748765	none	atac_4000_rna_400_cells_7821	7821	4000	400	7.49532227721595	6.49532227721595
numCandidateEnhGene	0.404403827466244	none	atac_4000_rna_400_cells_7821	7821	4000	400	7.49532227721595	6.49532227721595
ABC.Score	1.76032414525672	none	atac_4000_rna_400_cells_7821	7821	4000	400	7.49532227721595	6.49532227721595
numTSSEnhGene	-1.55278284367916	none	atac_10000_rna_1000_cells_7821	7821	10000	1000	7.89326228588799	6.89326228588799
normalizedATAC_prom	-1.35524672184374	none	atac_10000_rna_1000_cells_7821	7821	10000	1000	7.89326228588799	6.89326228588799
numNearbyEnhancers	0.178834073317479	none	atac_10000_rna_1000_cells_7821	7821	10000	1000	7.89326228588799	6.89326228588799
ubiqExpressed	-0.321024405159301	none	atac_10000_rna_1000_cells_7821	7821	10000	1000	7.89326228588799	6.89326228588799
numCandidateEnhGene	0.464536455565074	none	atac_10000_rna_1000_cells_7821	7821	10000	1000	7.89326228588799	6.89326228588799
ABC.Score	1.81039399651418	none	atac_10000_rna_1000_cells_7821	7821	10000	1000	7.89326228588799	6.89326228588799
numTSSEnhGene	-1.55334249908742	none	atac_20000_rna_2000_cells_7821	7821	20000	2000	8.19429228155197	7.19429228155197
normalizedATAC_prom	-1.3887031241627	none	atac_20000_rna_2000_cells_7821	7821	20000	2000	8.19429228155197	7.19429228155197
numNearbyEnhancers	0.16323032737733	none	atac_20000_rna_2000_cells_7821	7821	20000	2000	8.19429228155197	7.19429228155197
ubiqExpressed	-0.325174192050488	none	atac_20000_rna_2000_cells_7821	7821	20000	2000	8.19429228155197	7.19429228155197
numCandidateEnhGene	0.448835683532536	none	atac_20000_rna_2000_cells_7821	7821	20000	2000	8.19429228155197	7.19429228155197
ABC.Score	1.81025972992259	none	atac_20000_rna_2000_cells_7821	7821	20000	2000	8.19429228155197	7.19429228155197
numTSSEnhGene	-1.55618119876988	none	atac_30000_rna_3000_cells_7821	7821	30000	3000	8.37038354060765	7.37038354060765
normalizedATAC_prom	-1.2842822301947	none	atac_30000_rna_3000_cells_7821	7821	30000	3000	8.37038354060765	7.37038354060765
numNearbyEnhancers	0.140184978657107	none	atac_30000_rna_3000_cells_7821	7821	30000	3000	8.37038354060765	7.37038354060765
ubiqExpressed	-0.334508485616164	none	atac_30000_rna_3000_cells_7821	7821	30000	3000	8.37038354060765	7.37038354060765
numCandidateEnhGene	0.4858497887129	none	atac_30000_rna_3000_cells_7821	7821	30000	3000	8.37038354060765	7.37038354060765
ABC.Score	1.88865773285201	none	atac_30000_rna_3000_cells_7821	7821	30000	3000	8.37038354060765	7.37038354060765
numTSSEnhGene	-1.57214409502213	none	atac_33387_rna_3339_cells_7821	7821	33387	3339	8.41683968302025	7.41687870494236
normalizedATAC_prom	-1.29575956815587	none	atac_33387_rna_3339_cells_7821	7821	33387	3339	8.41683968302025	7.41687870494236
numNearbyEnhancers	0.163951983687826	none	atac_33387_rna_3339_cells_7821	7821	33387	3339	8.41683968302025	7.41687870494236
ubiqExpressed	-0.335608896893537	none	atac_33387_rna_3339_cells_7821	7821	33387	3339	8.41683968302025	7.41687870494236
numCandidateEnhGene	0.482665887302336	none	atac_33387_rna_3339_cells_7821	7821	33387	3339	8.41683968302025	7.41687870494236
ABC.Score	1.84014403639188	none	atac_33387_rna_3339_cells_7821	7821	33387	3339	8.41683968302025	7.41687870494236
