GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	Biosample	distance_min	distance_max	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	tissue.biosample	pred_name_long	hex	count	cat	pairs
blood	32	15	K562	100	250	243	0.131687242798354	0.0617283950617284	0.46875	STARE	blood.K562	STARE (gABC, power law)	#96ced3	27-243 variants	100-250 Kb	9-9 biosample pairs
spleen	4	0	K562	100	250	47	0.0851063829787234	0	0	STARE	spleen.K562	STARE (gABC, power law)	#96ced3	27-243 variants	100-250 Kb	9-9 biosample pairs
LCL	30	14	GM12878	100	250	240	0.125	0.0583333333333333	0.466666666666667	STARE	LCL.GM12878	STARE (gABC, power law)	#96ced3	27-243 variants	100-250 Kb	9-9 biosample pairs
B	11	5	BMMC5_B	100	250	43	0.255813953488372	0.116279069767442	0.454545454545455	STARE	B.BMMC5_B	STARE (gABC, power law)	#96ced3	27-243 variants	100-250 Kb	9-9 biosample pairs
T	7	2	BMMC5_T	100	250	27	0.259259259259259	0.0740740740740741	0.285714285714286	STARE	T.BMMC5_T	STARE (gABC, power law)	#96ced3	27-243 variants	100-250 Kb	9-9 biosample pairs
blood	27	12	BMMC5_Erythroid	100	250	243	0.111111111111111	0.0493827160493827	0.444444444444444	STARE	blood.BMMC5_Erythroid	STARE (gABC, power law)	#96ced3	27-243 variants	100-250 Kb	9-9 biosample pairs
B	7	2	PBMC5_B	100	250	43	0.162790697674419	0.0465116279069768	0.285714285714286	STARE	B.PBMC5_B	STARE (gABC, power law)	#96ced3	27-243 variants	100-250 Kb	9-9 biosample pairs
NK	13	7	PBMC5_NK	100	250	59	0.220338983050847	0.11864406779661	0.538461538461538	STARE	NK.PBMC5_NK	STARE (gABC, power law)	#96ced3	27-243 variants	100-250 Kb	9-9 biosample pairs
T	6	2	PBMC5_T	100	250	27	0.222222222222222	0.0740740740740741	0.333333333333333	STARE	T.PBMC5_T	STARE (gABC, power law)	#96ced3	27-243 variants	100-250 Kb	9-9 biosample pairs
blood	12	1	K562	250	1000	134	0.0895522388059701	0.00746268656716418	0.0833333333333333	STARE	blood.K562	STARE (gABC, power law)	#96ced3	35-134 variants	250-1000 Kb	7-7 biosample pairs
spleen	7	0	K562	250	1000	35	0.2	0	0	STARE	spleen.K562	STARE (gABC, power law)	#96ced3	35-134 variants	250-1000 Kb	7-7 biosample pairs
LCL	9	3	GM12878	250	1000	130	0.0692307692307692	0.0230769230769231	0.333333333333333	STARE	LCL.GM12878	STARE (gABC, power law)	#96ced3	35-134 variants	250-1000 Kb	7-7 biosample pairs
B	6	1	BMMC5_B	250	1000	43	0.13953488372093	0.0232558139534884	0.166666666666667	STARE	B.BMMC5_B	STARE (gABC, power law)	#96ced3	35-134 variants	250-1000 Kb	7-7 biosample pairs
blood	11	3	BMMC5_Erythroid	250	1000	134	0.082089552238806	0.0223880597014925	0.272727272727273	STARE	blood.BMMC5_Erythroid	STARE (gABC, power law)	#96ced3	35-134 variants	250-1000 Kb	7-7 biosample pairs
B	3	0	PBMC5_B	250	1000	43	0.0697674418604651	0	0	STARE	B.PBMC5_B	STARE (gABC, power law)	#96ced3	35-134 variants	250-1000 Kb	7-7 biosample pairs
NK	5	2	PBMC5_NK	250	1000	44	0.113636363636364	0.0454545454545455	0.4	STARE	NK.PBMC5_NK	STARE (gABC, power law)	#96ced3	35-134 variants	250-1000 Kb	7-7 biosample pairs
blood	584	507	K562	0	30000	2846	0.205200281096275	0.178144764581869	0.868150684931507	STARE	blood.K562	STARE (gABC, power law)	#96ced3	35-2846 variants	All variants	11-11 biosample pairs
spleen	131	109	K562	0	30000	618	0.211974110032362	0.176375404530744	0.83206106870229	STARE	spleen.K562	STARE (gABC, power law)	#96ced3	35-2846 variants	All variants	11-11 biosample pairs
LCL	522	456	GM12878	0	30000	2398	0.21768140116764	0.190158465387823	0.873563218390805	STARE	LCL.GM12878	STARE (gABC, power law)	#96ced3	35-2846 variants	All variants	11-11 biosample pairs
B	121	101	BMMC5_B	0	30000	498	0.242971887550201	0.20281124497992	0.834710743801653	STARE	B.BMMC5_B	STARE (gABC, power law)	#96ced3	35-2846 variants	All variants	11-11 biosample pairs
T	78	68	BMMC5_T	0	30000	298	0.261744966442953	0.228187919463087	0.871794871794872	STARE	T.BMMC5_T	STARE (gABC, power law)	#96ced3	35-2846 variants	All variants	11-11 biosample pairs
dendritic	14	11	BMMC5_Dendritic	0	30000	35	0.4	0.314285714285714	0.785714285714286	STARE	dendritic.BMMC5_Dendritic	STARE (gABC, power law)	#96ced3	35-2846 variants	All variants	11-11 biosample pairs
blood	568	491	BMMC5_Erythroid	0	30000	2846	0.199578355586788	0.172522839072382	0.86443661971831	STARE	blood.BMMC5_Erythroid	STARE (gABC, power law)	#96ced3	35-2846 variants	All variants	11-11 biosample pairs
B	99	84	PBMC5_B	0	30000	498	0.198795180722892	0.168674698795181	0.848484848484848	STARE	B.PBMC5_B	STARE (gABC, power law)	#96ced3	35-2846 variants	All variants	11-11 biosample pairs
dendritic	11	10	PBMC5_DC	0	30000	35	0.314285714285714	0.285714285714286	0.909090909090909	STARE	dendritic.PBMC5_DC	STARE (gABC, power law)	#96ced3	35-2846 variants	All variants	11-11 biosample pairs
NK	175	152	PBMC5_NK	0	30000	699	0.25035765379113	0.217453505007153	0.868571428571429	STARE	NK.PBMC5_NK	STARE (gABC, power law)	#96ced3	35-2846 variants	All variants	11-11 biosample pairs
T	70	61	PBMC5_T	0	30000	298	0.23489932885906	0.204697986577181	0.871428571428572	STARE	T.PBMC5_T	STARE (gABC, power law)	#96ced3	35-2846 variants	All variants	11-11 biosample pairs
blood	66	17	K562	0	10	999	0.0660660660660661	0.017017017017017	0.257575757575758	SCENT	blood.K562	SCENT (FDR)	#a5a083	118-999 variants	0-10 Kb	9-9 biosample pairs
spleen	16	1	K562	0	10	266	0.0601503759398496	0.0037593984962406	0.0625	SCENT	spleen.K562	SCENT (FDR)	#a5a083	118-999 variants	0-10 Kb	9-9 biosample pairs
LCL	52	19	GM12878	0	10	864	0.0601851851851852	0.0219907407407407	0.365384615384615	SCENT	LCL.GM12878	SCENT (FDR)	#a5a083	118-999 variants	0-10 Kb	9-9 biosample pairs
B	5	1	BMMC5_B	0	10	156	0.0320512820512821	0.00641025641025641	0.2	SCENT	B.BMMC5_B	SCENT (FDR)	#a5a083	118-999 variants	0-10 Kb	9-9 biosample pairs
T	7	1	BMMC5_T	0	10	118	0.0593220338983051	0.00847457627118644	0.142857142857143	SCENT	T.BMMC5_T	SCENT (FDR)	#a5a083	118-999 variants	0-10 Kb	9-9 biosample pairs
blood	102	19	BMMC5_Erythroid	0	10	999	0.102102102102102	0.019019019019019	0.186274509803922	SCENT	blood.BMMC5_Erythroid	SCENT (FDR)	#a5a083	118-999 variants	0-10 Kb	9-9 biosample pairs
B	0	0	PBMC5_B	0	10	156	0	0	NA	SCENT	B.PBMC5_B	SCENT (FDR)	#a5a083	118-999 variants	0-10 Kb	9-9 biosample pairs
NK	1	0	PBMC5_NK	0	10	226	0.00442477876106195	0	0	SCENT	NK.PBMC5_NK	SCENT (FDR)	#a5a083	118-999 variants	0-10 Kb	9-9 biosample pairs
T	7	1	PBMC5_T	0	10	118	0.0593220338983051	0.00847457627118644	0.142857142857143	SCENT	T.PBMC5_T	SCENT (FDR)	#a5a083	118-999 variants	0-10 Kb	9-9 biosample pairs
blood	33	3	K562	10	100	1464	0.0225409836065574	0.00204918032786885	0.0909090909090909	SCENT	blood.K562	SCENT (FDR)	#a5a083	21-1464 variants	10-100 Kb	11-11 biosample pairs
spleen	5	0	K562	10	100	268	0.0186567164179104	0	0	SCENT	spleen.K562	SCENT (FDR)	#a5a083	21-1464 variants	10-100 Kb	11-11 biosample pairs
LCL	41	16	GM12878	10	100	1163	0.0352536543422184	0.0137575236457438	0.390243902439024	SCENT	LCL.GM12878	SCENT (FDR)	#a5a083	21-1464 variants	10-100 Kb	11-11 biosample pairs
B	13	7	BMMC5_B	10	100	256	0.05078125	0.02734375	0.538461538461538	SCENT	B.BMMC5_B	SCENT (FDR)	#a5a083	21-1464 variants	10-100 Kb	11-11 biosample pairs
T	7	2	BMMC5_T	10	100	134	0.0522388059701493	0.0149253731343284	0.285714285714286	SCENT	T.BMMC5_T	SCENT (FDR)	#a5a083	21-1464 variants	10-100 Kb	11-11 biosample pairs
dendritic	3	1	BMMC5_Dendritic	10	100	21	0.142857142857143	0.0476190476190476	0.333333333333333	SCENT	dendritic.BMMC5_Dendritic	SCENT (FDR)	#a5a083	21-1464 variants	10-100 Kb	11-11 biosample pairs
blood	39	2	BMMC5_Erythroid	10	100	1464	0.0266393442622951	0.00136612021857924	0.0512820512820513	SCENT	blood.BMMC5_Erythroid	SCENT (FDR)	#a5a083	21-1464 variants	10-100 Kb	11-11 biosample pairs
B	1	1	PBMC5_B	10	100	256	0.00390625	0.00390625	1	SCENT	B.PBMC5_B	SCENT (FDR)	#a5a083	21-1464 variants	10-100 Kb	11-11 biosample pairs
dendritic	1	0	PBMC5_DC	10	100	21	0.0476190476190476	0	0	SCENT	dendritic.PBMC5_DC	SCENT (FDR)	#a5a083	21-1464 variants	10-100 Kb	11-11 biosample pairs
NK	2	0	PBMC5_NK	10	100	370	0.00540540540540541	0	0	SCENT	NK.PBMC5_NK	SCENT (FDR)	#a5a083	21-1464 variants	10-100 Kb	11-11 biosample pairs
T	6	1	PBMC5_T	10	100	134	0.0447761194029851	0.00746268656716418	0.166666666666667	SCENT	T.PBMC5_T	SCENT (FDR)	#a5a083	21-1464 variants	10-100 Kb	11-11 biosample pairs
blood	5	0	K562	100	250	243	0.0205761316872428	0	0	SCENT	blood.K562	SCENT (FDR)	#a5a083	27-243 variants	100-250 Kb	9-9 biosample pairs
spleen	1	0	K562	100	250	47	0.0212765957446809	0	0	SCENT	spleen.K562	SCENT (FDR)	#a5a083	27-243 variants	100-250 Kb	9-9 biosample pairs
LCL	4	3	GM12878	100	250	240	0.0166666666666667	0.0125	0.75	SCENT	LCL.GM12878	SCENT (FDR)	#a5a083	27-243 variants	100-250 Kb	9-9 biosample pairs
B	1	0	BMMC5_B	100	250	43	0.0232558139534884	0	0	SCENT	B.BMMC5_B	SCENT (FDR)	#a5a083	27-243 variants	100-250 Kb	9-9 biosample pairs
T	2	2	BMMC5_T	100	250	27	0.0740740740740741	0.0740740740740741	1	SCENT	T.BMMC5_T	SCENT (FDR)	#a5a083	27-243 variants	100-250 Kb	9-9 biosample pairs
blood	4	0	BMMC5_Erythroid	100	250	243	0.0164609053497942	0	0	SCENT	blood.BMMC5_Erythroid	SCENT (FDR)	#a5a083	27-243 variants	100-250 Kb	9-9 biosample pairs
B	0	0	PBMC5_B	100	250	43	0	0	NA	SCENT	B.PBMC5_B	SCENT (FDR)	#a5a083	27-243 variants	100-250 Kb	9-9 biosample pairs
NK	1	0	PBMC5_NK	100	250	59	0.0169491525423729	0	0	SCENT	NK.PBMC5_NK	SCENT (FDR)	#a5a083	27-243 variants	100-250 Kb	9-9 biosample pairs
T	1	0	PBMC5_T	100	250	27	0.037037037037037	0	0	SCENT	T.PBMC5_T	SCENT (FDR)	#a5a083	27-243 variants	100-250 Kb	9-9 biosample pairs
blood	2	1	K562	250	1000	134	0.0149253731343284	0.00746268656716418	0.5	SCENT	blood.K562	SCENT (FDR)	#a5a083	35-134 variants	250-1000 Kb	7-7 biosample pairs
spleen	1	0	K562	250	1000	35	0.0285714285714286	0	0	SCENT	spleen.K562	SCENT (FDR)	#a5a083	35-134 variants	250-1000 Kb	7-7 biosample pairs
LCL	4	2	GM12878	250	1000	130	0.0307692307692308	0.0153846153846154	0.5	SCENT	LCL.GM12878	SCENT (FDR)	#a5a083	35-134 variants	250-1000 Kb	7-7 biosample pairs
B	1	1	BMMC5_B	250	1000	43	0.0232558139534884	0.0232558139534884	1	SCENT	B.BMMC5_B	SCENT (FDR)	#a5a083	35-134 variants	250-1000 Kb	7-7 biosample pairs
blood	3	0	BMMC5_Erythroid	250	1000	134	0.0223880597014925	0	0	SCENT	blood.BMMC5_Erythroid	SCENT (FDR)	#a5a083	35-134 variants	250-1000 Kb	7-7 biosample pairs
B	0	0	PBMC5_B	250	1000	43	0	0	NA	SCENT	B.PBMC5_B	SCENT (FDR)	#a5a083	35-134 variants	250-1000 Kb	7-7 biosample pairs
NK	0	0	PBMC5_NK	250	1000	44	0	0	NA	SCENT	NK.PBMC5_NK	SCENT (FDR)	#a5a083	35-134 variants	250-1000 Kb	7-7 biosample pairs
blood	106	21	K562	0	30000	2846	0.0372452565003514	0.00737877723120169	0.19811320754717	SCENT	blood.K562	SCENT (FDR)	#a5a083	35-2846 variants	All variants	11-11 biosample pairs
spleen	23	1	K562	0	30000	618	0.0372168284789644	0.00161812297734628	0.0434782608695652	SCENT	spleen.K562	SCENT (FDR)	#a5a083	35-2846 variants	All variants	11-11 biosample pairs
LCL	101	40	GM12878	0	30000	2398	0.0421184320266889	0.0166805671392827	0.396039603960396	SCENT	LCL.GM12878	SCENT (FDR)	#a5a083	35-2846 variants	All variants	11-11 biosample pairs
B	20	9	BMMC5_B	0	30000	498	0.0401606425702811	0.0180722891566265	0.45	SCENT	B.BMMC5_B	SCENT (FDR)	#a5a083	35-2846 variants	All variants	11-11 biosample pairs
T	16	5	BMMC5_T	0	30000	298	0.0536912751677852	0.0167785234899329	0.3125	SCENT	T.BMMC5_T	SCENT (FDR)	#a5a083	35-2846 variants	All variants	11-11 biosample pairs
dendritic	5	2	BMMC5_Dendritic	0	30000	35	0.142857142857143	0.0571428571428571	0.4	SCENT	dendritic.BMMC5_Dendritic	SCENT (FDR)	#a5a083	35-2846 variants	All variants	11-11 biosample pairs
blood	149	21	BMMC5_Erythroid	0	30000	2846	0.0523541813070977	0.00737877723120169	0.140939597315436	SCENT	blood.BMMC5_Erythroid	SCENT (FDR)	#a5a083	35-2846 variants	All variants	11-11 biosample pairs
B	1	1	PBMC5_B	0	30000	498	0.00200803212851406	0.00200803212851406	1	SCENT	B.PBMC5_B	SCENT (FDR)	#a5a083	35-2846 variants	All variants	11-11 biosample pairs
dendritic	1	0	PBMC5_DC	0	30000	35	0.0285714285714286	0	0	SCENT	dendritic.PBMC5_DC	SCENT (FDR)	#a5a083	35-2846 variants	All variants	11-11 biosample pairs
NK	4	0	PBMC5_NK	0	30000	699	0.00572246065808298	0	0	SCENT	NK.PBMC5_NK	SCENT (FDR)	#a5a083	35-2846 variants	All variants	11-11 biosample pairs
T	14	2	PBMC5_T	0	30000	298	0.0469798657718121	0.00671140939597315	0.142857142857143	SCENT	T.PBMC5_T	SCENT (FDR)	#a5a083	35-2846 variants	All variants	11-11 biosample pairs
blood	21	5	K562	0	10	999	0.021021021021021	0.00500500500500501	0.238095238095238	SnapATAC	blood.K562	SnapATAC (p-value)	#5e5948	118-999 variants	0-10 Kb	9-9 biosample pairs
spleen	4	0	K562	0	10	266	0.0150375939849624	0	0	SnapATAC	spleen.K562	SnapATAC (p-value)	#5e5948	118-999 variants	0-10 Kb	9-9 biosample pairs
LCL	7	5	GM12878	0	10	864	0.00810185185185185	0.00578703703703704	0.714285714285714	SnapATAC	LCL.GM12878	SnapATAC (p-value)	#5e5948	118-999 variants	0-10 Kb	9-9 biosample pairs
B	5	3	BMMC5_B	0	10	156	0.0320512820512821	0.0192307692307692	0.6	SnapATAC	B.BMMC5_B	SnapATAC (p-value)	#5e5948	118-999 variants	0-10 Kb	9-9 biosample pairs
T	2	2	BMMC5_T	0	10	118	0.0169491525423729	0.0169491525423729	1	SnapATAC	T.BMMC5_T	SnapATAC (p-value)	#5e5948	118-999 variants	0-10 Kb	9-9 biosample pairs
blood	18	10	BMMC5_Erythroid	0	10	999	0.018018018018018	0.01001001001001	0.555555555555556	SnapATAC	blood.BMMC5_Erythroid	SnapATAC (p-value)	#5e5948	118-999 variants	0-10 Kb	9-9 biosample pairs
B	2	0	PBMC5_B	0	10	156	0.0128205128205128	0	0	SnapATAC	B.PBMC5_B	SnapATAC (p-value)	#5e5948	118-999 variants	0-10 Kb	9-9 biosample pairs
NK	3	2	PBMC5_NK	0	10	226	0.0132743362831858	0.00884955752212389	0.666666666666667	SnapATAC	NK.PBMC5_NK	SnapATAC (p-value)	#5e5948	118-999 variants	0-10 Kb	9-9 biosample pairs
T	1	1	PBMC5_T	0	10	118	0.00847457627118644	0.00847457627118644	1	SnapATAC	T.PBMC5_T	SnapATAC (p-value)	#5e5948	118-999 variants	0-10 Kb	9-9 biosample pairs
blood	11	1	K562	10	100	1464	0.00751366120218579	0.000683060109289618	0.0909090909090909	SnapATAC	blood.K562	SnapATAC (p-value)	#5e5948	21-1464 variants	10-100 Kb	11-11 biosample pairs
spleen	2	0	K562	10	100	268	0.00746268656716418	0	0	SnapATAC	spleen.K562	SnapATAC (p-value)	#5e5948	21-1464 variants	10-100 Kb	11-11 biosample pairs
LCL	12	7	GM12878	10	100	1163	0.0103181427343078	0.0060189165950129	0.583333333333333	SnapATAC	LCL.GM12878	SnapATAC (p-value)	#5e5948	21-1464 variants	10-100 Kb	11-11 biosample pairs
B	2	2	BMMC5_B	10	100	256	0.0078125	0.0078125	1	SnapATAC	B.BMMC5_B	SnapATAC (p-value)	#5e5948	21-1464 variants	10-100 Kb	11-11 biosample pairs
T	3	2	BMMC5_T	10	100	134	0.0223880597014925	0.0149253731343284	0.666666666666667	SnapATAC	T.BMMC5_T	SnapATAC (p-value)	#5e5948	21-1464 variants	10-100 Kb	11-11 biosample pairs
dendritic	2	2	BMMC5_Dendritic	10	100	21	0.0952380952380952	0.0952380952380952	1	SnapATAC	dendritic.BMMC5_Dendritic	SnapATAC (p-value)	#5e5948	21-1464 variants	10-100 Kb	11-11 biosample pairs
blood	21	7	BMMC5_Erythroid	10	100	1464	0.014344262295082	0.00478142076502732	0.333333333333333	SnapATAC	blood.BMMC5_Erythroid	SnapATAC (p-value)	#5e5948	21-1464 variants	10-100 Kb	11-11 biosample pairs
B	5	1	PBMC5_B	10	100	256	0.01953125	0.00390625	0.2	SnapATAC	B.PBMC5_B	SnapATAC (p-value)	#5e5948	21-1464 variants	10-100 Kb	11-11 biosample pairs
dendritic	0	0	PBMC5_DC	10	100	21	0	0	NA	SnapATAC	dendritic.PBMC5_DC	SnapATAC (p-value)	#5e5948	21-1464 variants	10-100 Kb	11-11 biosample pairs
NK	11	5	PBMC5_NK	10	100	370	0.0297297297297297	0.0135135135135135	0.454545454545455	SnapATAC	NK.PBMC5_NK	SnapATAC (p-value)	#5e5948	21-1464 variants	10-100 Kb	11-11 biosample pairs
T	2	1	PBMC5_T	10	100	134	0.0149253731343284	0.00746268656716418	0.5	SnapATAC	T.PBMC5_T	SnapATAC (p-value)	#5e5948	21-1464 variants	10-100 Kb	11-11 biosample pairs
blood	0	0	K562	100	250	243	0	0	NA	SnapATAC	blood.K562	SnapATAC (p-value)	#5e5948	27-243 variants	100-250 Kb	9-9 biosample pairs
spleen	0	0	K562	100	250	47	0	0	NA	SnapATAC	spleen.K562	SnapATAC (p-value)	#5e5948	27-243 variants	100-250 Kb	9-9 biosample pairs
LCL	5	5	GM12878	100	250	240	0.0208333333333333	0.0208333333333333	1	SnapATAC	LCL.GM12878	SnapATAC (p-value)	#5e5948	27-243 variants	100-250 Kb	9-9 biosample pairs
B	2	1	BMMC5_B	100	250	43	0.0465116279069768	0.0232558139534884	0.5	SnapATAC	B.BMMC5_B	SnapATAC (p-value)	#5e5948	27-243 variants	100-250 Kb	9-9 biosample pairs
T	2	0	BMMC5_T	100	250	27	0.0740740740740741	0	0	SnapATAC	T.BMMC5_T	SnapATAC (p-value)	#5e5948	27-243 variants	100-250 Kb	9-9 biosample pairs
blood	5	2	BMMC5_Erythroid	100	250	243	0.0205761316872428	0.00823045267489712	0.4	SnapATAC	blood.BMMC5_Erythroid	SnapATAC (p-value)	#5e5948	27-243 variants	100-250 Kb	9-9 biosample pairs
B	1	1	PBMC5_B	100	250	43	0.0232558139534884	0.0232558139534884	1	SnapATAC	B.PBMC5_B	SnapATAC (p-value)	#5e5948	27-243 variants	100-250 Kb	9-9 biosample pairs
NK	3	2	PBMC5_NK	100	250	59	0.0508474576271187	0.0338983050847458	0.666666666666667	SnapATAC	NK.PBMC5_NK	SnapATAC (p-value)	#5e5948	27-243 variants	100-250 Kb	9-9 biosample pairs
T	2	1	PBMC5_T	100	250	27	0.0740740740740741	0.037037037037037	0.5	SnapATAC	T.PBMC5_T	SnapATAC (p-value)	#5e5948	27-243 variants	100-250 Kb	9-9 biosample pairs
blood	1	0	K562	250	1000	134	0.00746268656716418	0	0	SnapATAC	blood.K562	SnapATAC (p-value)	#5e5948	35-134 variants	250-1000 Kb	7-7 biosample pairs
spleen	0	0	K562	250	1000	35	0	0	NA	SnapATAC	spleen.K562	SnapATAC (p-value)	#5e5948	35-134 variants	250-1000 Kb	7-7 biosample pairs
LCL	1	1	GM12878	250	1000	130	0.00769230769230769	0.00769230769230769	1	SnapATAC	LCL.GM12878	SnapATAC (p-value)	#5e5948	35-134 variants	250-1000 Kb	7-7 biosample pairs
B	1	0	BMMC5_B	250	1000	43	0.0232558139534884	0	0	SnapATAC	B.BMMC5_B	SnapATAC (p-value)	#5e5948	35-134 variants	250-1000 Kb	7-7 biosample pairs
blood	1	0	BMMC5_Erythroid	250	1000	134	0.00746268656716418	0	0	SnapATAC	blood.BMMC5_Erythroid	SnapATAC (p-value)	#5e5948	35-134 variants	250-1000 Kb	7-7 biosample pairs
B	1	0	PBMC5_B	250	1000	43	0.0232558139534884	0	0	SnapATAC	B.PBMC5_B	SnapATAC (p-value)	#5e5948	35-134 variants	250-1000 Kb	7-7 biosample pairs
NK	2	2	PBMC5_NK	250	1000	44	0.0454545454545455	0.0454545454545455	1	SnapATAC	NK.PBMC5_NK	SnapATAC (p-value)	#5e5948	35-134 variants	250-1000 Kb	7-7 biosample pairs
blood	33	6	K562	0	30000	2846	0.0115952213633169	0.00210822206605762	0.181818181818182	SnapATAC	blood.K562	SnapATAC (p-value)	#5e5948	35-2846 variants	All variants	11-11 biosample pairs
spleen	6	0	K562	0	30000	618	0.00970873786407767	0	0	SnapATAC	spleen.K562	SnapATAC (p-value)	#5e5948	35-2846 variants	All variants	11-11 biosample pairs
LCL	25	18	GM12878	0	30000	2398	0.0104253544620517	0.00750625521267723	0.72	SnapATAC	LCL.GM12878	SnapATAC (p-value)	#5e5948	35-2846 variants	All variants	11-11 biosample pairs
B	10	6	BMMC5_B	0	30000	498	0.0200803212851406	0.0120481927710843	0.6	SnapATAC	B.BMMC5_B	SnapATAC (p-value)	#5e5948	35-2846 variants	All variants	11-11 biosample pairs
T	8	4	BMMC5_T	0	30000	298	0.0268456375838926	0.0134228187919463	0.5	SnapATAC	T.BMMC5_T	SnapATAC (p-value)	#5e5948	35-2846 variants	All variants	11-11 biosample pairs
dendritic	3	3	BMMC5_Dendritic	0	30000	35	0.0857142857142857	0.0857142857142857	1	SnapATAC	dendritic.BMMC5_Dendritic	SnapATAC (p-value)	#5e5948	35-2846 variants	All variants	11-11 biosample pairs
blood	46	19	BMMC5_Erythroid	0	30000	2846	0.0161630358397751	0.00667603654251581	0.41304347826087	SnapATAC	blood.BMMC5_Erythroid	SnapATAC (p-value)	#5e5948	35-2846 variants	All variants	11-11 biosample pairs
B	9	2	PBMC5_B	0	30000	498	0.0180722891566265	0.00401606425702811	0.222222222222222	SnapATAC	B.PBMC5_B	SnapATAC (p-value)	#5e5948	35-2846 variants	All variants	11-11 biosample pairs
dendritic	1	1	PBMC5_DC	0	30000	35	0.0285714285714286	0.0285714285714286	1	SnapATAC	dendritic.PBMC5_DC	SnapATAC (p-value)	#5e5948	35-2846 variants	All variants	11-11 biosample pairs
NK	19	11	PBMC5_NK	0	30000	699	0.0271816881258941	0.0157367668097282	0.578947368421053	SnapATAC	NK.PBMC5_NK	SnapATAC (p-value)	#5e5948	35-2846 variants	All variants	11-11 biosample pairs
T	5	3	PBMC5_T	0	30000	298	0.0167785234899329	0.0100671140939597	0.6	SnapATAC	T.PBMC5_T	SnapATAC (p-value)	#5e5948	35-2846 variants	All variants	11-11 biosample pairs
blood	48	0	K562	0	10	999	0.0480480480480481	0	0	Cicero	blood.K562	Cicero (co-accessibility)	#888364	118-999 variants	0-10 Kb	9-9 biosample pairs
spleen	12	0	K562	0	10	266	0.0451127819548872	0	0	Cicero	spleen.K562	Cicero (co-accessibility)	#888364	118-999 variants	0-10 Kb	9-9 biosample pairs
LCL	82	14	GM12878	0	10	864	0.0949074074074074	0.0162037037037037	0.170731707317073	Cicero	LCL.GM12878	Cicero (co-accessibility)	#888364	118-999 variants	0-10 Kb	9-9 biosample pairs
B	0	0	BMMC5_B	0	10	156	0	0	NA	Cicero	B.BMMC5_B	Cicero (co-accessibility)	#888364	118-999 variants	0-10 Kb	9-9 biosample pairs
T	0	0	BMMC5_T	0	10	118	0	0	NA	Cicero	T.BMMC5_T	Cicero (co-accessibility)	#888364	118-999 variants	0-10 Kb	9-9 biosample pairs
blood	2	1	BMMC5_Erythroid	0	10	999	0.002002002002002	0.001001001001001	0.5	Cicero	blood.BMMC5_Erythroid	Cicero (co-accessibility)	#888364	118-999 variants	0-10 Kb	9-9 biosample pairs
B	2	1	PBMC5_B	0	10	156	0.0128205128205128	0.00641025641025641	0.5	Cicero	B.PBMC5_B	Cicero (co-accessibility)	#888364	118-999 variants	0-10 Kb	9-9 biosample pairs
NK	1	1	PBMC5_NK	0	10	226	0.00442477876106195	0.00442477876106195	1	Cicero	NK.PBMC5_NK	Cicero (co-accessibility)	#888364	118-999 variants	0-10 Kb	9-9 biosample pairs
T	1	1	PBMC5_T	0	10	118	0.00847457627118644	0.00847457627118644	1	Cicero	T.PBMC5_T	Cicero (co-accessibility)	#888364	118-999 variants	0-10 Kb	9-9 biosample pairs
blood	8	2	K562	10	100	1464	0.00546448087431694	0.00136612021857924	0.25	Cicero	blood.K562	Cicero (co-accessibility)	#888364	21-1464 variants	10-100 Kb	11-11 biosample pairs
spleen	2	1	K562	10	100	268	0.00746268656716418	0.00373134328358209	0.5	Cicero	spleen.K562	Cicero (co-accessibility)	#888364	21-1464 variants	10-100 Kb	11-11 biosample pairs
LCL	32	10	GM12878	10	100	1163	0.0275150472914875	0.00859845227858985	0.3125	Cicero	LCL.GM12878	Cicero (co-accessibility)	#888364	21-1464 variants	10-100 Kb	11-11 biosample pairs
B	1	1	BMMC5_B	10	100	256	0.00390625	0.00390625	1	Cicero	B.BMMC5_B	Cicero (co-accessibility)	#888364	21-1464 variants	10-100 Kb	11-11 biosample pairs
T	0	0	BMMC5_T	10	100	134	0	0	NA	Cicero	T.BMMC5_T	Cicero (co-accessibility)	#888364	21-1464 variants	10-100 Kb	11-11 biosample pairs
dendritic	1	1	BMMC5_Dendritic	10	100	21	0.0476190476190476	0.0476190476190476	1	Cicero	dendritic.BMMC5_Dendritic	Cicero (co-accessibility)	#888364	21-1464 variants	10-100 Kb	11-11 biosample pairs
blood	1	1	BMMC5_Erythroid	10	100	1464	0.000683060109289618	0.000683060109289618	1	Cicero	blood.BMMC5_Erythroid	Cicero (co-accessibility)	#888364	21-1464 variants	10-100 Kb	11-11 biosample pairs
B	0	0	PBMC5_B	10	100	256	0	0	NA	Cicero	B.PBMC5_B	Cicero (co-accessibility)	#888364	21-1464 variants	10-100 Kb	11-11 biosample pairs
dendritic	0	0	PBMC5_DC	10	100	21	0	0	NA	Cicero	dendritic.PBMC5_DC	Cicero (co-accessibility)	#888364	21-1464 variants	10-100 Kb	11-11 biosample pairs
NK	1	0	PBMC5_NK	10	100	370	0.0027027027027027	0	0	Cicero	NK.PBMC5_NK	Cicero (co-accessibility)	#888364	21-1464 variants	10-100 Kb	11-11 biosample pairs
