Biosample	GTExTissue	nVariantsOverlappingEnhancers	nVariantsGTExTissue	nCommonVariantsOverlappingEnhancers	nCommonVariants	enrichment	CI_enr_low	CI_enr_high	SE_log_enr	p_adjust_enr	method	distance_min	distance_max	tissue.biosample	pred_name_long	hex	count	cat	pairs
K562	blood	39	241	425847	9746610	3.70380028663793	2.77881252429005	4.93669020251879	0.146602545960139	4.08002131333888e-10	DIRECTNET	100	250	blood.K562	DIRECTNET (high-confidence)	#e0dcca	27-243 variants	100-250 Kb	9-9 biosample pairs
PBMC5_T	T	2	287	18147	9746610	3.74280196052793	0.940503663978853	14.894749539271	0.704693690087266	1	Cicero	0	30000	T.PBMC5_T	Cicero (co-accessibility)	#888364	35-2846 variants	All variants	11-11 biosample pairs
PBMC5_NK	NK	6	59	260393	9746610	3.80647973626826	1.78304362701996	8.12615449395212	0.386937212812189	0.788990177622353	scABC	100	250	NK.PBMC5_NK	ABC (A=scATAC, C=power law)	#0096a0	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_B	B	6	43	355355	9746610	3.82713650581322	1.82190114639766	8.03938998726072	0.37869896538132	0.698620644176912	scABC	100	250	B.BMMC5_B	ABC (A=scATAC, C=power law)	#0096a0	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_Erythroid	blood	216	1420	383786	9746610	3.86304588905657	3.41662540956925	4.36779621762466	0.0626555498524503	2.26981710137427e-61	ABC_distanceToTSS	10	100	blood.BMMC5_Erythroid	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1464 variants	10-100 Kb	11-11 biosample pairs
PBMC5_B	B	4	251	40050	9746610	3.8782637241297	1.46696671901271	10.2530816268437	0.496024801930141	1	SnapATAC	10	100	B.PBMC5_B	SnapATAC (p-value)	#5e5948	21-1464 variants	10-100 Kb	11-11 biosample pairs
PBMC5_B	B	4	251	40050	9746610	3.8782637241297	1.46696671901271	10.2530816268437	0.496024801930141	1	FigR	10	100	B.PBMC5_B	FigR (p-value)	#bc9678	21-1464 variants	10-100 Kb	11-11 biosample pairs
PBMC5_B	B	4	251	40038	9746610	3.87942609899082	1.4674063698166	10.2561547824085	0.496024809413669	1	ArchR	10	100	B.PBMC5_B	ArchR (high-confidence)	#dcbca1	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_B	B	6	42	355268	9746610	3.91921832853749	1.86841440165441	8.22102007624394	0.377967185185902	0.602897561071932	STARE	250	1000	B.BMMC5_B	STARE (gABC, power law)	#96ced3	35-134 variants	250-1000 Kb	7-7 biosample pairs
GM12878	LCL	29	234	307994	9746610	3.92187252066016	2.78962018463002	5.51368396065332	0.173811240539031	9.21579392155412e-08	STARE	100	250	LCL.GM12878	STARE (gABC, power law)	#96ced3	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_B	B	36	251	355355	9746610	3.93386939641359	2.90748841946154	5.32257611911844	0.154254823410714	6.03290259412129e-10	scE2G_multiome	10	100	B.BMMC5_B	scE2G (Multiome)	#792374	21-1464 variants	10-100 Kb	11-11 biosample pairs
K562	blood	293	2741	264810	9746610	3.9343934836926	3.53085487598698	4.38405219931216	0.0552136268658972	2.66246738514262e-83	Cicero	0	30000	blood.K562	Cicero (co-accessibility)	#888364	35-2846 variants	All variants	11-11 biosample pairs
GM12878	LCL	142	1131	308166	9746610	3.97095171982733	3.40482834521092	4.63120485453512	0.0784765788219697	5.16965927153195e-41	scABC	10	100	LCL.GM12878	ABC (A=scATAC, C=power law)	#0096a0	21-1464 variants	10-100 Kb	11-11 biosample pairs
K562	blood	43	241	430850	9746610	4.0362578652543	3.07835571671178	5.29223359938051	0.13822825197675	1.26600962245847e-12	ScenicPlus	100	250	blood.K562	SCENIC+ (importance)	#c5c1a5	27-243 variants	100-250 Kb	9-9 biosample pairs
PBMC5_B	B	29	251	278930	9746610	4.03722206502567	2.86699473745745	5.6851035648516	0.174642237894778	5.03465526379626e-08	scE2G_multiome	10	100	B.PBMC5_B	scE2G (Multiome)	#792374	21-1464 variants	10-100 Kb	11-11 biosample pairs
PBMC5_B	B	5	43	278930	9746610	4.06312244715895	1.78239392047808	9.26224210649173	0.420413028146846	1	scE2G_ATAC	100	250	B.PBMC5_B	scE2G (scATAC)	#006479	27-243 variants	100-250 Kb	9-9 biosample pairs
PBMC5_B	B	5	43	278930	9746610	4.06312244715895	1.78239392047808	9.26224210649173	0.420413028146846	1	ABC_distanceToTSS	100	250	B.PBMC5_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_T	T	4	27	348287	9746610	4.14584013248333	1.67802516507043	10.2429872697338	0.46148187209098	1	scE2G_ATAC	100	250	T.BMMC5_T	scE2G (scATAC)	#006479	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_T	T	4	27	348287	9746610	4.14584013248333	1.67802516507043	10.2429872697338	0.46148187209098	1	ABC_distanceToTSS	100	250	T.BMMC5_T	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_B	B	38	251	355355	9746610	4.15241769621434	3.09811005176111	5.56551330835796	0.149440744560335	2.61644570152953e-11	scABC	10	100	B.BMMC5_B	ABC (A=scATAC, C=power law)	#0096a0	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_B	B	1	43	54427	9746610	4.16457546506714	0.600218748687581	28.8956132112873	0.988321961837622	1	ArchR	100	250	B.BMMC5_B	ArchR (high-confidence)	#dcbca1	27-243 variants	100-250 Kb	9-9 biosample pairs
K562	spleen	110	602	425847	9746610	4.18211711384153	3.53202661086052	4.95186064003776	0.0861984145020865	1.41634709615042e-34	DIRECTNET	0	30000	spleen.K562	DIRECTNET (high-confidence)	#e0dcca	35-2846 variants	All variants	11-11 biosample pairs
BMMC5_T	T	20	133	348287	9746610	4.20818359312218	2.80964492630958	6.30286374893746	0.206112455431252	1.01960924258325e-05	scABC	10	100	T.BMMC5_T	ABC (A=scATAC, C=power law)	#0096a0	21-1464 variants	10-100 Kb	11-11 biosample pairs
GM12878	LCL	151	1131	308166	9746610	4.22263175840793	3.63999209567503	4.89853233151282	0.0757549955721359	5.45441137285196e-47	scE2G_ATAC	10	100	LCL.GM12878	scE2G (scATAC)	#006479	21-1464 variants	10-100 Kb	11-11 biosample pairs
K562	blood	591	2741	496427	9746610	4.23327653957317	3.94153055545239	4.54661710936394	0.0364329016724063	1.71658975347326e-192	STARE	0	30000	blood.K562	STARE (gABC, power law)	#96ced3	35-2846 variants	All variants	11-11 biosample pairs
K562	blood	591	2741	496367	9746610	4.23378825085207	3.94200699909089	4.54716669888889	0.0364329019159029	1.62049776365938e-192	scE2G_multiome	0	30000	blood.K562	scE2G (Multiome)	#792374	35-2846 variants	All variants	11-11 biosample pairs
K562	blood	591	2741	496367	9746610	4.23378825085207	3.94200699909089	4.54716669888889	0.0364329019159029	1.62049776365938e-192	scE2G_ATAC	0	30000	blood.K562	scE2G (scATAC)	#006479	35-2846 variants	All variants	11-11 biosample pairs
K562	blood	591	2741	496367	9746610	4.23378825085207	3.94200699909089	4.54716669888889	0.0364329019159029	1.62049776365938e-192	Kendall	0	30000	blood.K562	Kendall correlation (access. at E x expr. at G)	#d3a9ce	35-2846 variants	All variants	11-11 biosample pairs
K562	blood	591	2741	496367	9746610	4.23378825085207	3.94200699909089	4.54716669888889	0.0364329019159029	1.62049776365938e-192	scABC	0	30000	blood.K562	ABC (A=scATAC, C=power law)	#0096a0	35-2846 variants	All variants	11-11 biosample pairs
K562	blood	591	2741	496367	9746610	4.23378825085207	3.94200699909089	4.54716669888889	0.0364329019159029	1.62049776365938e-192	ABC_distanceToTSS	0	30000	blood.K562	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-2846 variants	All variants	11-11 biosample pairs
K562	spleen	130	602	496427	9746610	4.23979692436972	3.64114986622201	4.93686846747299	0.0776625718759918	3.0402596538025e-42	STARE	0	30000	spleen.K562	STARE (gABC, power law)	#96ced3	35-2846 variants	All variants	11-11 biosample pairs
K562	spleen	130	602	496367	9746610	4.24030942382166	3.64159000049629	4.93746523010563	0.0776625721194885	3.00157121237527e-42	scE2G_multiome	0	30000	spleen.K562	scE2G (Multiome)	#792374	35-2846 variants	All variants	11-11 biosample pairs
K562	spleen	130	602	496367	9746610	4.24030942382166	3.64159000049629	4.93746523010563	0.0776625721194885	3.00157121237527e-42	scE2G_ATAC	0	30000	spleen.K562	scE2G (scATAC)	#006479	35-2846 variants	All variants	11-11 biosample pairs
K562	spleen	130	602	496367	9746610	4.24030942382166	3.64159000049629	4.93746523010563	0.0776625721194885	3.00157121237527e-42	Kendall	0	30000	spleen.K562	Kendall correlation (access. at E x expr. at G)	#d3a9ce	35-2846 variants	All variants	11-11 biosample pairs
K562	spleen	130	602	496367	9746610	4.24030942382166	3.64159000049629	4.93746523010563	0.0776625721194885	3.00157121237527e-42	scABC	0	30000	spleen.K562	ABC (A=scATAC, C=power law)	#0096a0	35-2846 variants	All variants	11-11 biosample pairs
K562	spleen	130	602	496367	9746610	4.24030942382166	3.64159000049629	4.93746523010563	0.0776625721194885	3.00157121237527e-42	ABC_distanceToTSS	0	30000	spleen.K562	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-2846 variants	All variants	11-11 biosample pairs
BMMC5_B	B	1	42	54434	9746610	4.26318372445793	0.614768142676377	29.5635609700915	0.988041788330725	1	SnapATAC	250	1000	B.BMMC5_B	SnapATAC (p-value)	#5e5948	35-134 variants	250-1000 Kb	7-7 biosample pairs
BMMC5_B	B	1	42	54434	9746610	4.26318372445793	0.614768142676377	29.5635609700915	0.988041788330725	1	FigR	250	1000	B.BMMC5_B	FigR (p-value)	#bc9678	35-134 variants	250-1000 Kb	7-7 biosample pairs
BMMC5_B	B	1	42	54427	9746610	4.26373202375922	0.614847206781147	29.5673633545525	0.988041790693451	1	ArchR	250	1000	B.BMMC5_B	ArchR (high-confidence)	#dcbca1	35-134 variants	250-1000 Kb	7-7 biosample pairs
BMMC5_Erythroid	blood	38	1420	61034	9746610	4.27343406376589	3.12277104899189	5.84808761540496	0.160052415510359	5.24281666453769e-11	SCENT	10	100	blood.BMMC5_Erythroid	SCENT (FDR)	#a5a083	21-1464 variants	10-100 Kb	11-11 biosample pairs
K562	spleen	50	266	428589	9746610	4.27465368656727	3.32983787128379	5.48755370273877	0.127440849210757	7.10426489814285e-16	FigR	0	10	spleen.K562	FigR (p-value)	#bc9678	118-999 variants	0-10 Kb	9-9 biosample pairs
K562	spleen	114	602	430850	9746610	4.28386574171353	3.63124804015837	5.05377365855362	0.0843277795032463	6.25570057120235e-37	ScenicPlus	0	30000	spleen.K562	SCENIC+ (importance)	#c5c1a5	35-2846 variants	All variants	11-11 biosample pairs
BMMC5_B	B	1	42	54138	9746610	4.28649271966351	0.61812927131621	29.7252058563796	0.988041888773627	1	ScenicPlus	250	1000	B.BMMC5_B	SCENIC+ (importance)	#c5c1a5	35-134 variants	250-1000 Kb	7-7 biosample pairs
BMMC5_B	B	6	251	54138	9746610	4.30357037990121	1.95204680634527	9.48784524764472	0.403357683586562	0.462886387946379	ScenicPlus	10	100	B.BMMC5_B	SCENIC+ (importance)	#c5c1a5	21-1464 variants	10-100 Kb	11-11 biosample pairs
K562	spleen	114	602	428647	9746610	4.30588235731797	3.64991048934051	5.07974727851811	0.0843277914318225	3.88809960995262e-37	ArchR	0	30000	spleen.K562	ArchR (high-confidence)	#dcbca1	35-2846 variants	All variants	11-11 biosample pairs
K562	spleen	114	602	428589	9746610	4.3064650628394	3.6504044213833	5.0804347126088	0.0843277917475317	3.83956287661162e-37	SnapATAC	0	30000	spleen.K562	SnapATAC (p-value)	#5e5948	35-2846 variants	All variants	11-11 biosample pairs
K562	spleen	114	602	428589	9746610	4.3064650628394	3.6504044213833	5.0804347126088	0.0843277917475317	3.83956287661162e-37	FigR	0	30000	spleen.K562	FigR (p-value)	#bc9678	35-2846 variants	All variants	11-11 biosample pairs
BMMC5_B	B	1	42	53778	9746610	4.31518730442082	0.622266993574245	29.9241992015006	0.988042012424062	1	DIRECTNET	250	1000	B.BMMC5_B	DIRECTNET (high-confidence)	#e0dcca	35-134 variants	250-1000 Kb	7-7 biosample pairs
PBMC5_B	B	31	251	278930	9746610	4.31565117295847	3.10395129302217	6.00036640024842	0.168152228498591	2.10453687553937e-09	scABC	10	100	B.PBMC5_B	ABC (A=scATAC, C=power law)	#0096a0	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_B	B	5	155	72513	9746610	4.33586769535874	1.83056695605903	10.2699049654698	0.43995503309493	0.927243613899648	SCENT	0	10	B.BMMC5_B	SCENT (FDR)	#a5a083	118-999 variants	0-10 Kb	9-9 biosample pairs
BMMC5_Erythroid	blood	243	1420	383809	9746610	4.34566619275381	3.87561697318982	4.87272472730975	0.0584062783001827	1.32301282597815e-79	STARE	10	100	blood.BMMC5_Erythroid	STARE (gABC, power law)	#96ced3	21-1464 variants	10-100 Kb	11-11 biosample pairs
PBMC5_NK	NK	5	224	50015	9746610	4.34986022050528	1.82836113398267	10.3487673120236	0.442214095667202	0.930548561829925	ArchR	0	10	NK.PBMC5_NK	ArchR (high-confidence)	#dcbca1	118-999 variants	0-10 Kb	9-9 biosample pairs
GM12878	LCL	79	853	205994	9746610	4.38204746991743	3.55179452645847	5.40637694144897	0.107177019338022	6.27844146384095e-25	Cicero	0	10	LCL.GM12878	Cicero (co-accessibility)	#888364	118-999 variants	0-10 Kb	9-9 biosample pairs
K562	spleen	60	266	496367	9746610	4.42914911476109	3.54497789791263	5.53384603394568	0.11361207078518	2.68555782354554e-20	scE2G_ATAC	0	10	spleen.K562	scE2G (scATAC)	#006479	118-999 variants	0-10 Kb	9-9 biosample pairs
K562	blood	225	992	496367	9746610	4.45370588908688	3.97028720030832	4.99598521360037	0.0586225562547279	1.14729967057461e-77	scE2G_multiome	0	10	blood.K562	scE2G (Multiome)	#792374	118-999 variants	0-10 Kb	9-9 biosample pairs
BMMC5_T	T	3	287	22873	9746610	4.4542010565536	1.4449955388291	13.7300818715882	0.574368449177668	1	Cicero	0	30000	T.BMMC5_T	Cicero (co-accessibility)	#888364	35-2846 variants	All variants	11-11 biosample pairs
GM12878	LCL	15	128	255834	9746610	4.46453895641314	2.77506348910791	7.1825773253707	0.242602583318321	0.000234972840987437	ScenicPlus	250	1000	LCL.GM12878	SCENIC+ (importance)	#c5c1a5	35-134 variants	250-1000 Kb	7-7 biosample pairs
PBMC5_T	T	18	133	294625	9746610	4.47718311476613	2.91367929412509	6.87967570197734	0.219176188051882	1.90266532307211e-05	scABC	10	100	T.PBMC5_T	ABC (A=scATAC, C=power law)	#0096a0	21-1464 variants	10-100 Kb	11-11 biosample pairs
PBMC5_DC	dendritic	1	21	103187	9746610	4.49789494523812	0.664222369790347	30.4582619594463	0.975909661492022	1	SCENT	10	100	dendritic.PBMC5_DC	SCENT (FDR)	#a5a083	21-1464 variants	10-100 Kb	11-11 biosample pairs
K562	spleen	61	266	496367	9746610	4.50296826667377	3.61261041454523	5.61276220901984	0.112403175940334	4.74440866530111e-21	scABC	0	10	spleen.K562	ABC (A=scATAC, C=power law)	#0096a0	118-999 variants	0-10 Kb	9-9 biosample pairs
K562	blood	545	2741	425847	9746610	4.55079700136071	4.22133322644415	4.90597454326971	0.038343242406918	6.21897589590734e-190	DIRECTNET	0	30000	blood.K562	DIRECTNET (high-confidence)	#e0dcca	35-2846 variants	All variants	11-11 biosample pairs
PBMC5_T	T	1	118	18147	9746610	4.55162780793015	0.646446875222022	32.047978721852	0.995808699244231	1	Cicero	0	10	T.PBMC5_T	Cicero (co-accessibility)	#888364	118-999 variants	0-10 Kb	9-9 biosample pairs
GM12878	LCL	15	128	249947	9746610	4.569692212249	2.84042402816252	7.35174984708105	0.242602675381898	0.000172693954558144	DIRECTNET	250	1000	LCL.GM12878	DIRECTNET (high-confidence)	#e0dcca	35-134 variants	250-1000 Kb	7-7 biosample pairs
K562	blood	555	2741	430850	9746610	4.58048472181336	4.25248419239842	4.93378442752832	0.0379096246345587	4.94780409862899e-195	ScenicPlus	0	30000	blood.K562	SCENIC+ (importance)	#c5c1a5	35-2846 variants	All variants	11-11 biosample pairs
BMMC5_T	T	4	118	72108	9746610	4.58192654521043	1.74868424301994	12.0056270590325	0.491466127093694	1	FigR	0	10	T.BMMC5_T	FigR (p-value)	#bc9678	118-999 variants	0-10 Kb	9-9 biosample pairs
PBMC5_T	T	1	27	78589	9746610	4.593334379564	0.671162197115271	31.4360981789041	0.981319384752623	1	SCENT	100	250	T.PBMC5_T	SCENT (FDR)	#a5a083	27-243 variants	100-250 Kb	9-9 biosample pairs
PBMC5_NK	NK	5	41	258720	9746610	4.5941982668899	2.02070801271856	10.4451794037766	0.419061940044408	0.569134315052066	STARE	250	1000	NK.PBMC5_NK	STARE (gABC, power law)	#96ced3	35-134 variants	250-1000 Kb	7-7 biosample pairs
K562	blood	555	2741	428647	9746610	4.60402578903687	4.2743394248862	4.95914136876973	0.037909636563135	4.79978073112236e-196	ArchR	0	30000	blood.K562	ArchR (high-confidence)	#dcbca1	35-2846 variants	All variants	11-11 biosample pairs
K562	blood	555	2741	428589	9746610	4.6046488416485	4.27491785912723	4.95981248145517	0.0379096368788441	4.51294346464189e-196	SnapATAC	0	30000	blood.K562	SnapATAC (p-value)	#5e5948	35-2846 variants	All variants	11-11 biosample pairs
K562	blood	555	2741	428589	9746610	4.6046488416485	4.27491785912723	4.95981248145517	0.0379096368788441	4.51294346464189e-196	FigR	0	30000	blood.K562	FigR (p-value)	#bc9678	35-2846 variants	All variants	11-11 biosample pairs
BMMC5_B	B	4	155	54434	9746610	4.62074106908988	1.75639757392749	12.1562727849995	0.493524486162062	1	SnapATAC	0	10	B.BMMC5_B	SnapATAC (p-value)	#5e5948	118-999 variants	0-10 Kb	9-9 biosample pairs
BMMC5_T	T	22	133	348287	9746610	4.6290019524344	3.1600621083826	6.7807714977503	0.194773784052309	3.3651206580802e-07	scE2G_multiome	10	100	T.BMMC5_T	scE2G (Multiome)	#792374	21-1464 variants	10-100 Kb	11-11 biosample pairs
GM12878	LCL	136	1131	252448	9746610	4.64256462260011	3.96546098620645	5.4352839051979	0.0804325094679626	1.57522490082075e-46	FigR	10	100	LCL.GM12878	FigR (p-value)	#bc9678	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_B	B	4	155	54138	9746610	4.64600501228044	1.76600034573502	12.2227397215775	0.493524586604965	1	ScenicPlus	0	10	B.BMMC5_B	SCENIC+ (importance)	#c5c1a5	118-999 variants	0-10 Kb	9-9 biosample pairs
PBMC5_T	T	5	133	78589	9746610	4.66240707700106	1.97312463247009	11.01706369377	0.438739419512972	0.633357841625709	SCENT	10	100	T.PBMC5_T	SCENT (FDR)	#a5a083	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_Erythroid	blood	263	1420	383786	9746610	4.70361605936055	4.21746706617323	5.24580362732954	0.0556626864242535	3.9017810252402e-94	Kendall	10	100	blood.BMMC5_Erythroid	Kendall correlation (access. at E x expr. at G)	#d3a9ce	21-1464 variants	10-100 Kb	11-11 biosample pairs
PBMC5_B	B	3	155	40038	9746610	4.71162556861304	1.53633979488814	14.4495479272699	0.571760582221836	1	ArchR	0	10	B.PBMC5_B	ArchR (high-confidence)	#dcbca1	118-999 variants	0-10 Kb	9-9 biosample pairs
PBMC5_T	T	19	133	294625	9746610	4.72591551003091	3.11666341671304	7.16608578526113	0.212400989166761	3.3416203250222e-06	scE2G_multiome	10	100	T.PBMC5_T	scE2G (Multiome)	#792374	21-1464 variants	10-100 Kb	11-11 biosample pairs
PBMC5_T	T	4	118	69757	9746610	4.73634989064945	1.80761798650278	12.4102606049282	0.491466594485812	1	DIRECTNET	0	10	T.PBMC5_T	DIRECTNET (high-confidence)	#e0dcca	118-999 variants	0-10 Kb	9-9 biosample pairs
GM12878	LCL	106	853	252669	9746610	4.79356323890831	4.01131241435591	5.72836173098292	0.090897360534639	1.8317889178143e-37	ArchR	0	10	LCL.GM12878	ArchR (high-confidence)	#dcbca1	118-999 variants	0-10 Kb	9-9 biosample pairs
BMMC5_B	B	44	251	355355	9746610	4.80806259561661	3.67648960938677	6.28791819901904	0.136908551327389	1.06688764114166e-15	scE2G_ATAC	10	100	B.BMMC5_B	scE2G (scATAC)	#006479	21-1464 variants	10-100 Kb	11-11 biosample pairs
GM12878	LCL	172	1131	308166	9746610	4.80988518176268	4.19147747754389	5.5195323333329	0.0702155358291037	6.01900729312215e-62	ABC_distanceToTSS	10	100	LCL.GM12878	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1464 variants	10-100 Kb	11-11 biosample pairs
K562	blood	212	992	428589	9746610	4.86000545751818	4.31316367692147	5.47617823396979	0.0609031059677819	2.29645131037308e-79	FigR	0	10	blood.K562	FigR (p-value)	#bc9678	118-999 variants	0-10 Kb	9-9 biosample pairs
PBMC5_B	B	35	251	278930	9746610	4.87250938882408	3.58325953545065	6.62562884694674	0.156807069306991	2.43853813496123e-12	scE2G_ATAC	10	100	B.PBMC5_B	scE2G (scATAC)	#006479	21-1464 variants	10-100 Kb	11-11 biosample pairs
PBMC5_T	T	4	27	294625	9746610	4.90094941780983	1.98365295424267	12.1086227026545	0.461482395040773	0.938853098560754	scE2G_ATAC	100	250	T.PBMC5_T	scE2G (scATAC)	#006479	27-243 variants	100-250 Kb	9-9 biosample pairs
K562	spleen	67	266	496367	9746610	4.94588317814988	4.02065177951228	6.08402859868489	0.1056710874782	9.40152326339524e-26	ABC_distanceToTSS	0	10	spleen.K562	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	118-999 variants	0-10 Kb	9-9 biosample pairs
BMMC5_T	T	1	27	72108	9746610	5.00617900310029	0.73148399175495	34.2616222549926	0.981320528412299	1	FigR	100	250	T.BMMC5_T	FigR (p-value)	#bc9678	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_T	T	1	27	72093	9746610	5.00722061164823	0.731636183529156	34.2687510789517	0.981320531297757	1	ArchR	100	250	T.BMMC5_T	ArchR (high-confidence)	#dcbca1	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_B	B	46	251	355355	9746610	5.02661089541736	3.87125641680971	6.52677435269215	0.133250851023385	2.95411213962777e-17	ABC_distanceToTSS	10	100	B.BMMC5_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_B	B	7	251	53778	9746610	5.05444249999889	2.43473382575922	10.4928878530813	0.372675276969689	0.0737256685917388	DIRECTNET	10	100	B.BMMC5_B	DIRECTNET (high-confidence)	#e0dcca	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_B	B	8	43	355355	9746610	5.10284867441762	2.73086054439483	9.53511326217357	0.318976356239759	0.0167157118542627	scE2G_multiome	100	250	B.BMMC5_B	scE2G (Multiome)	#792374	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_B	B	8	43	355355	9746610	5.10284867441762	2.73086054439483	9.53511326217357	0.318976356239759	0.0167157118542627	ABC_distanceToTSS	100	250	B.BMMC5_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	27-243 variants	100-250 Kb	9-9 biosample pairs
GM12878	LCL	38	234	308166	9746610	5.13613708362642	3.83936202416031	6.87090823313855	0.148469587098888	2.45189146667831e-14	Kendall	100	250	LCL.GM12878	Kendall correlation (access. at E x expr. at G)	#d3a9ce	27-243 variants	100-250 Kb	9-9 biosample pairs
PBMC5_T	T	1	27	70274	9746610	5.13682948964845	0.750573615582726	35.1558017200429	0.981320890339486	1	FigR	100	250	T.PBMC5_T	FigR (p-value)	#bc9678	27-243 variants	100-250 Kb	9-9 biosample pairs
BMMC5_B	B	8	42	355355	9746610	5.22434507142757	2.80064782642549	9.74552429185108	0.318107216627721	0.0136598087026648	Kendall	250	1000	B.BMMC5_B	Kendall correlation (access. at E x expr. at G)	#d3a9ce	35-134 variants	250-1000 Kb	7-7 biosample pairs
PBMC5_B	B	38	251	278930	9746610	5.29015305072329	3.94696602626464	7.09043835539731	0.1494415156019	1.09529166785828e-14	ABC_distanceToTSS	10	100	B.PBMC5_B	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	21-1464 variants	10-100 Kb	11-11 biosample pairs
BMMC5_Erythroid	blood	576	2741	383809	9746610	5.33644308778178	4.96282624868772	5.73818695278	0.0370333110801266	5.02156647030657e-235	STARE	0	30000	blood.BMMC5_Erythroid	STARE (gABC, power law)	#96ced3	35-2846 variants	All variants	11-11 biosample pairs
BMMC5_Erythroid	blood	576	2741	383786	9746610	5.33676289671441	4.96312366553145	5.73853083966987	0.03703331123627	4.8768217723671e-235	scE2G_multiome	0	30000	blood.BMMC5_Erythroid	scE2G (Multiome)	#792374	35-2846 variants	All variants	11-11 biosample pairs
BMMC5_Erythroid	blood	576	2741	383786	9746610	5.33676289671441	4.96312366553145	5.73853083966987	0.03703331123627	4.8768217723671e-235	scE2G_ATAC	0	30000	blood.BMMC5_Erythroid	scE2G (scATAC)	#006479	35-2846 variants	All variants	11-11 biosample pairs
BMMC5_Erythroid	blood	576	2741	383786	9746610	5.33676289671441	4.96312366553145	5.73853083966987	0.03703331123627	4.8768217723671e-235	Kendall	0	30000	blood.BMMC5_Erythroid	Kendall correlation (access. at E x expr. at G)	#d3a9ce	35-2846 variants	All variants	11-11 biosample pairs
BMMC5_Erythroid	blood	576	2741	383786	9746610	5.33676289671441	4.96312366553145	5.73853083966987	0.03703331123627	4.8768217723671e-235	scABC	0	30000	blood.BMMC5_Erythroid	ABC (A=scATAC, C=power law)	#0096a0	35-2846 variants	All variants	11-11 biosample pairs
BMMC5_Erythroid	blood	576	2741	383786	9746610	5.33676289671441	4.96312366553145	5.73853083966987	0.03703331123627	4.8768217723671e-235	ABC_distanceToTSS	0	30000	blood.BMMC5_Erythroid	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	35-2846 variants	All variants	11-11 biosample pairs
K562	blood	271	992	496367	9746610	5.3642413153002	4.84646248717521	5.93733779327059	0.0517896749197922	2.82085580057229e-114	scE2G_ATAC	0	10	blood.K562	scE2G (scATAC)	#006479	118-999 variants	0-10 Kb	9-9 biosample pairs
PBMC5_NK	NK	52	362	260393	9746610	5.37674025362386	4.18101775725899	6.9144254900012	0.128332761323572	1.61061809792012e-20	scABC	10	100	NK.PBMC5_NK	ABC (A=scATAC, C=power law)	#0096a0	21-1464 variants	10-100 Kb	11-11 biosample pairs
PBMC5_NK	NK	10	362	50021	9746610	5.38260670849735	2.92109754672753	9.91834559267567	0.311849279954593	0.00303765211980204	SnapATAC	10	100	NK.PBMC5_NK	SnapATAC (p-value)	#5e5948	21-1464 variants	10-100 Kb	11-11 biosample pairs
K562	spleen	63	266	425847	9746610	5.42074414420895	4.36890051995238	6.72582654211954	0.110064125423592	3.45407702362706e-26	DIRECTNET	0	10	spleen.K562	DIRECTNET (high-confidence)	#e0dcca	118-999 variants	0-10 Kb	9-9 biosample pairs
GM12878	LCL	195	1131	307994	9746610	5.45611278141782	4.80206558760709	6.19924200127078	0.0651493784151663	7.38017756467982e-80	STARE	10	100	LCL.GM12878	STARE (gABC, power law)	#96ced3	21-1464 variants	10-100 Kb	11-11 biosample pairs
K562	spleen	74	266	496367	9746610	5.46261724153867	4.50123814824441	6.62932867464343	0.0987648353310495	1.26305204084058e-31	Kendall	0	10	spleen.K562	Kendall correlation (access. at E x expr. at G)	#d3a9ce	118-999 variants	0-10 Kb	9-9 biosample pairs
