trait	nVariantsOverlappingEnhancers	biosample	nVariantsTotal	bpEnhancers	nCommonVariantsOverlappingEnhancers	nCommonVariantsTotal	recall	enrichment	method	biosampleGroup	traitGroup	SE_log_enr	CI_enr_low	CI_enr_high	p_enr	p_adjust_enr	recall_adjust	SE_recall	CI_recall_low	CI_recall_high	significant_enr	n_cells	unique_fragments	dataset	biosample_name	ext_biosample_name	pred_file	ATAC_bw
IGF1	33	PBMC_17_B	1041	41118192	108415	9746610	0.031700288184438	2.84988558613961	scE2G_multiome	FALSE	FALSE	0.171305401121906	2.03709837819006	3.98696888723778	5.43032221651414e-08	0.000194459838573371	0.0334928229665072	0.00556570615046654	0.0207917045809906	0.0426088717878855	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
Insomnia	1	PBMC_17_B	29	41118192	108415	9746610	0.0344827586206897	3.10003228335562	scE2G_multiome	FALSE	FALSE	0.982616490097152	0.451815934889849	21.2701664897897	0.0411905649901624	1	0.0909090909090909	0.0500438075057437	-0.0636013017398232	0.132566818981202	not_significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
LDLC	22	PBMC_17_B	592	41118192	108415	9746610	0.0371621621621622	3.34091317023799	scE2G_multiome	FALSE	FALSE	0.2092108331244	2.21709654169889	5.03437743965663	3.9371575570011e-07	0.00140989612116209	0.0402684563758389	0.00805256512103026	0.0213794245417794	0.0529448997825449	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
LOY	12	PBMC_17_B	206	41118192	108415	9746610	0.058252427184466	5.23694774081436	scE2G_multiome	FALSE	FALSE	0.280150093587697	3.02422464434737	9.06864564154725	7.14518098061109e-07	0.00255868930915683	0.0666666666666667	0.0172132593164774	0.0245150588676218	0.0919897955013103	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
LipoA	1	PBMC_17_B	26	41118192	108415	9746610	0.0384615384615385	3.4577283160505	scE2G_multiome	FALSE	FALSE	0.980589796907037	0.50595433127874	23.6303641820802	0.0336993615101276	1	0.1	0.0547722557505166	-0.068890110161491	0.145813187084568	not_significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
Lym	76	PBMC_17_B	872	41118192	108415	9746610	0.0871559633027523	7.83540269783922	scE2G_multiome	FALSE	FALSE	0.109604311557739	6.32071142191882	9.71307363035227	3.28066890015631e-43	1.17480753314597e-39	0.089041095890411	0.00962260342772272	0.0682960071469041	0.106015919458601	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
MAP	14	PBMC_17_B	340	41118192	108415	9746610	0.0411764705882353	3.70180325600701	scE2G_multiome	FALSE	FALSE	0.261710085979305	2.21638551918175	6.18274538774425	8.81151975832191e-06	0.0315540522545508	0.0465116279069768	0.0113542708357042	0.0189225086795416	0.063430432496929	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
MCH	61	PBMC_17_B	1021	41118192	108415	9746610	0.059745347698335	5.37116269270921	scE2G_multiome	FALSE	FALSE	0.12416229553506	4.21096052101301	6.85102330634319	3.42742299542059e-26	1.22736017466011e-22	0.0614634146341463	0.00750191281595583	0.0450418687639021	0.0744488266327678	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
MCHC	14	PBMC_17_B	188	41118192	108415	9746610	0.074468085106383	6.69475056937438	scE2G_multiome	FALSE	FALSE	0.257126647830701	4.04452758158115	11.0815625019466	4.52962604703517e-09	1.62205908744329e-05	0.0833333333333333	0.019946398078257	0.0353738632517002	0.113562306961066	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
MCV	56	PBMC_17_B	1109	41118192	108415	9746610	0.0504959422903517	4.53963248707803	scE2G_multiome	FALSE	FALSE	0.130222137470092	3.5170246397338	5.85957314171506	8.80996120618209e-21	3.15484710793381e-17	0.0521114106019766	0.00666189034788413	0.0374388771395438	0.0635530074411596	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
Mono	77	PBMC_17_B	986	41118192	108415	9746610	0.0780933062880325	7.0206613475995	scE2G_multiome	FALSE	FALSE	0.109429476744929	5.66541183165094	8.70010640397069	2.36598815099809e-40	8.47260356872416e-37	0.0797979797979798	0.00861231571869763	0.0612134776558969	0.094973134920168	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
Mood_Swings	1	PBMC_17_B	38	41118192	108415	9746610	0.0263157894736842	2.36581411098192	scE2G_multiome	FALSE	FALSE	0.986763503282047	0.34201566734835	16.3649707953889	0.06683398364212	1	0.0714285714285714	0.0397391885902991	-0.051571588938147	0.104203167885515	not_significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
Morning_Person	4	PBMC_17_B	146	41118192	108415	9746610	0.0273972602739726	2.46303934841954	scE2G_multiome	FALSE	FALSE	0.493112239165605	0.936986753222235	6.47454492926441	0.0242745323126137	1	0.04	0.016	-0.00396216347866826	0.0587566840266135	not_significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
Nervous_Feelings	2	PBMC_17_B	37	41118192	108415	9746610	0.0540540540540541	4.85951006580071	scE2G_multiome	FALSE	FALSE	0.687739426621494	1.262372789626	18.7067071420438	0.00806504635975493	1	0.0975609756097561	0.0463398979039868	-0.0367704768850232	0.144878584993131	not_significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
Neuroticism	2	PBMC_17_B	89	41118192	108415	9746610	0.0224719101123596	2.02024575769243	scE2G_multiome	FALSE	FALSE	0.699125738772745	0.513224400067408	7.95245300289347	0.0774348398250686	1	0.0430107526881721	0.0210378123073999	-0.0187614443236577	0.0637052645483768	not_significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
Neutro	58	PBMC_17_B	758	41118192	108415	9746610	0.0765171503957784	6.87896345726143	scE2G_multiome	FALSE	FALSE	0.126191996823802	5.37165584170536	8.80922747860093	1.41279036686499e-30	5.05920230374353e-27	0.078740157480315	0.00975689708810041	0.0573939835022378	0.0956403172893189	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
PP	12	PBMC_17_B	627	41118192	108415	9746610	0.0191387559808612	1.72059208071413	scE2G_multiome	FALSE	FALSE	0.285908468892174	0.982453919766587	3.01330886737112	0.0256112683979716	1	0.0221870047543582	0.00586357603256582	0.00764635813641999	0.0306311538253025	not_significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
Plt	80	PBMC_17_B	1314	41118192	108415	9746610	0.060882800608828	5.47342077426564	scE2G_multiome	FALSE	FALSE	0.108355625508547	4.42615237161384	6.76848252317157	3.92621632808757e-34	1.40597806708816e-30	0.0622154779969651	0.00665339099678699	0.0478423938800625	0.0739232073375936	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
PrC	2	PBMC_17_B	42	41118192	108415	9746610	0.0476190476190476	4.2809969627292	scE2G_multiome	FALSE	FALSE	0.690074680558471	1.10701189303151	16.555318971966	0.0114371185339831	1	0.0869565217391304	0.0415449167785178	-0.0338074930075611	0.129045588245656	not_significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
RBC	44	PBMC_17_B	955	41118192	108415	9746610	0.0460732984293194	4.14203266341547	scE2G_multiome	FALSE	FALSE	0.147250936976534	3.10365396476457	5.52781810716521	2.16665491472881e-15	7.75879124964387e-12	0.0479666319082377	0.00690059269126483	0.03254838528246	0.0595982115761788	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
RBC_traits	264	PBMC_17_B	4973	41118192	108415	9746610	0.0530866680072391	4.77254115450848	scE2G_multiome	FALSE	TRUE	0.0598989611241932	4.24388487276601	5.36705159408149	2.38220199623937e-93	8.53066534853318e-90	0.0534458509142054	0.00318820258313733	0.0468379057688724	0.0593354302456058	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
SBP	18	PBMC_17_B	451	41118192	108415	9746610	0.0399113082039911	3.58806397319653	scE2G_multiome	FALSE	FALSE	0.230959896610645	2.28174315968361	5.64226653692961	1.19219196461923e-06	0.00426923942530146	0.043956043956044	0.00961042361712592	0.0210752240382512	0.0587473923697311	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
SHBG	38	PBMC_17_B	662	41118192	108415	9746610	0.0574018126888218	5.16047670129592	scE2G_multiome	FALSE	FALSE	0.157505836913802	3.78983768686489	7.02682330615796	1.17465657143122e-16	4.2064451822952e-13	0.0600600600600601	0.00920673872260799	0.0393569363774398	0.0754466890002037	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
T2D	2	PBMC_17_B	69	41118192	108415	9746610	0.0289855072463768	2.60582423818299	scE2G_multiome	FALSE	FALSE	0.696792621578182	0.665019170039464	10.2107131135769	0.0419214249113628	1	0.0547945205479452	0.026636076335416	-0.0232202430604982	0.0811912575532518	not_significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
T2D_BMI	2	PBMC_17_B	79	41118192	108415	9746610	0.0253164556962025	2.27597306879274	scE2G_multiome	FALSE	FALSE	0.698107804893359	0.579344219346219	8.94123603358887	0.0583941898891618	1	0.0481927710843374	0.0235085803099071	-0.0207595150388827	0.0713924264312878	not_significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
TBil	11	PBMC_17_B	320	41118192	108415	9746610	0.034375	3.09034468247014	scE2G_multiome	FALSE	FALSE	0.296292922509895	1.72902761013555	5.52346891425451	0.000302205073660543	1	0.0401234567901235	0.0109027073607541	0.0130060862389421	0.0557439137610579	not_significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
TC	17	PBMC_17_B	418	41118192	108415	9746610	0.0406698564593301	3.65625817151752	scE2G_multiome	FALSE	FALSE	0.237561609972091	2.29521854896517	5.8243794791637	1.65331122862559e-06	0.00592050750970824	0.0450236966824645	0.0100939383315677	0.020886100867289	0.0604536120513713	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
TG	23	PBMC_17_B	589	41118192	108415	9746610	0.0390492359932088	3.51056287436027	scE2G_multiome	FALSE	FALSE	0.204411831570689	2.35169550570224	5.24049634187508	9.43663577764471e-08	0.000337925927197457	0.0421585160202361	0.00825205534693731	0.0228755047147805	0.0552229672716371	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
TP	56	PBMC_17_B	636	41118192	108415	9746610	0.0880503144654088	7.91580570466908	scE2G_multiome	FALSE	FALSE	0.127621094843664	6.16401735652343	10.1654450871651	8.81003715762935e-33	3.15487430614707e-29	0.090625	0.0113476394416829	0.0658093498501641	0.110291279080654	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
Testosterone	5	PBMC_17_B	190	41118192	108415	9746610	0.0263157894736842	2.36581411098192	scE2G_multiome	FALSE	FALSE	0.441299096295161	0.996199102301687	5.61843149104363	0.0203338652089938	1	0.0360824742268041	0.0133895884464513	7.26783508261386e-05	0.0525589005965423	not_significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
UA	18	PBMC_17_B	500	41118192	108415	9746610	0.036	3.23643370382327	scE2G_multiome	FALSE	FALSE	0.231429853985581	2.05623745813129	5.09401435025041	5.26473437546825e-06	0.0188530137985518	0.0396825396825397	0.00869544623193011	0.0189572385559125	0.0530427614440875	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
Urea	16	PBMC_17_B	393	41118192	108415	9746610	0.0407124681933842	3.66008900630282	scE2G_multiome	FALSE	FALSE	0.244867183648036	2.26495888133368	5.9145672111145	2.9862656104193e-06	0.0106938171509115	0.0453400503778338	0.0104416732170042	0.0202471647497195	0.061177771637049	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
VitD	5	PBMC_17_B	107	41118192	108415	9746610	0.0467289719626168	4.20097832791183	scE2G_multiome	FALSE	FALSE	0.436648796013857	1.78514834692843	9.88613576118245	0.00131445683925515	1	0.0630630630630631	0.023071786354487	0.00150910164881966	0.091948842276414	not_significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
WBC	53	PBMC_17_B	865	41118192	108415	9746610	0.061271676300578	5.50838106302612	scE2G_multiome	FALSE	FALSE	0.133095015149847	4.24358879780527	7.15014186841039	1.38401948852946e-23	4.956173788424e-20	0.0632911392405063	0.00825969256165479	0.0450829763563613	0.0774603762447948	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
WBC_traits	258	PBMC_17_B	3967	41118192	108415	9746610	0.0650365515502899	5.84684687271661	scE2G_multiome	FALSE	TRUE	0.0602078698333132	5.19604242316874	6.5791645966101	1.67715593606116e-110	6.00589540703501e-107	0.0654746915134727	0.00392538556026005	0.0573429372267466	0.0727301658738332	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
WHRadjBMI	34	PBMC_17_B	525	41118192	108415	9746610	0.0647619047619048	5.82215586931171	scE2G_multiome	FALSE	FALSE	0.165861473629703	4.2063197750555	8.05870708346549	9.9844261256841e-17	3.57542299560748e-13	0.0680529300567108	0.0109494221966834	0.0433014316048818	0.0862223779189277	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
Worrier	1	PBMC_17_B	43	41118192	108415	9746610	0.0232558139534884	2.09071944691426	scE2G_multiome	FALSE	FALSE	0.988312812419642	0.301329997342162	14.5060493288428	0.0828242767902165	1	0.0638297872340426	0.0356566204934635	-0.0466298780241129	0.0931415059310896	not_significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
eBMD	35	PBMC_17_B	1410	41118192	108415	9746610	0.024822695035461	2.23158352312479	scE2G_multiome	FALSE	FALSE	0.166928888509486	1.60887764994952	3.09530374844744	6.69296964161033e-06	0.0239675242866066	0.0261669024045262	0.00424515662310028	0.0165023409454528	0.0331430491254692	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
eGFR	15	PBMC_17_B	831	41118192	108415	9746610	0.0180505415162455	1.62276058153995	scE2G_multiome	FALSE	FALSE	0.255867084219519	0.982788334323039	2.67947004765148	0.0264413362250552	1	0.0203592814371258	0.00488732701842403	0.00847155657946486	0.0276295264530261	not_significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
eGFRcys	34	PBMC_17_B	820	41118192	108415	9746610	0.0414634146341463	3.7275997943764	scE2G_multiome	FALSE	FALSE	0.167914608055471	2.68225525980433	5.18034224231463	3.77323088081194e-11	1.35119397841876e-07	0.0436893203883495	0.00712071397849513	0.027507071692085	0.0554197575762077	significant	882	17206034	PBMC9	PBMC B cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_17_B/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_17_B/ATAC_norm.bw
AFib	4	PBMC_20_CD4.N1	90	39855932	102585	9746610	0.0444444444444444	4.22267063085896	scE2G_multiome	FALSE	FALSE	0.488772255367906	1.62010629555708	11.0060354099097	0.0027074673054682	1	0.0638297872340426	0.0252130381451233	-0.00497220226083171	0.0938610911497206	not_significant	773	10209401	PBMC9	PBMC CD4+ naive T cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_20_CD4.N1/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_20_CD4.N1/ATAC_norm.bw
AG	59	PBMC_20_CD4.N1	781	39855932	102585	9746610	0.0755441741357234	7.17745872274683	scE2G_multiome	FALSE	FALSE	0.125184494370472	5.61582374438457	9.17334946066404	5.16548097627586e-32	1.84975873760439e-28	0.0777070063694268	0.00955497852894351	0.0568167603459407	0.0942715879255062	significant	773	10209401	PBMC9	PBMC CD4+ naive T cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_20_CD4.N1/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_20_CD4.N1/ATAC_norm.bw
AID_Combined	8	PBMC_20_CD4.N1	79	39855932	102585	9746610	0.10126582278481	9.62127485512169	scE2G_multiome	FALSE	FALSE	0.335183886894373	4.98796709372862	18.5584483815428	1.68004687817508e-07	0.000601624787074496	0.120481927710843	0.0357309276458477	0.0312344914647422	0.171297154104878	significant	773	10209401	PBMC9	PBMC CD4+ naive T cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_20_CD4.N1/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_20_CD4.N1/ATAC_norm.bw
ALL	1150	PBMC_20_CD4.N1	27689	39855932	102585	9746610	0.04153273863267	3.94602920197463	scE2G_multiome	FALSE	TRUE	0.0288791759348999	3.72887904080827	4.1758250381491	1.66880539388132e-308	3.98399474366373e-305	0.0415989600259994	0.00119985805668097	0.0391810600550151	0.0438844172103249	significant	773	10209401	PBMC9	PBMC CD4+ naive T cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_20_CD4.N1/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_20_CD4.N1/ATAC_norm.bw
ALP	38	PBMC_20_CD4.N1	908	39855932	102585	9746610	0.0418502202643172	3.97619316011499	scE2G_multiome	FALSE	FALSE	0.158800287102363	2.91270448443952	5.42798355652187	4.84051207375407e-13	1.73338737361133e-09	0.043859649122807	0.00678103491668214	0.0285596360497116	0.0551408044789227	significant	773	10209401	PBMC9	PBMC CD4+ naive T cells		/oak/stanford/groups/engreitz/Users/sheth/sc-E2G/results/2024_0826_PBMC/PBMC_20_CD4.N1/multiome_powerlaw_v2/encode_e2g_predictions.tsv.gz	/oak/stanford/groups/engreitz/igv/hg38/scE2G/PBMC/PBMC_20_CD4.N1/ATAC_norm.bw
