GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	Biosample	distance_min	distance_max	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	tissue.biosample	pred_name_long	hex	count	cat	pairs
blood	243	187	BMMC5_Erythroid	10	100	1474	0.164857530529172	0.126865671641791	0.769547325102881	STARE	blood.BMMC5_Erythroid	STARE (gABC, power law)	#96ced3	21-2634 variants	10-100 Kb	3-13 biosample pairs
B	42	36	PBMC5_B	10	100	276	0.152173913043478	0.130434782608696	0.857142857142857	STARE	B.PBMC5_B	STARE (gABC, power law)	#96ced3	21-2634 variants	10-100 Kb	3-13 biosample pairs
dendritic	9	8	PBMC5_DC	10	100	21	0.428571428571429	0.380952380952381	0.888888888888889	STARE	dendritic.PBMC5_DC	STARE (gABC, power law)	#96ced3	21-2634 variants	10-100 Kb	3-13 biosample pairs
myeloid	568	435	PBMC5_Mono	10	100	2223	0.255510571300045	0.195681511470985	0.765845070422535	STARE	myeloid.PBMC5_Mono	STARE (gABC, power law)	#96ced3	21-2634 variants	10-100 Kb	3-13 biosample pairs
NK	75	60	PBMC5_NK	10	100	372	0.201612903225806	0.161290322580645	0.8	STARE	NK.PBMC5_NK	STARE (gABC, power law)	#96ced3	21-2634 variants	10-100 Kb	3-13 biosample pairs
T	388	273	PBMC5_T	10	100	2634	0.147304479878512	0.103644646924829	0.703608247422681	STARE	T.PBMC5_T	STARE (gABC, power law)	#96ced3	21-2634 variants	10-100 Kb	3-13 biosample pairs
blood	28	11	K562	100	250	243	0.11522633744856	0.0452674897119342	0.392857142857143	STARE	blood.K562	STARE (gABC, power law)	#96ced3	47-650 variants	100-250 Kb	3-11 biosample pairs
spleen	4	0	K562	100	250	47	0.0851063829787234	0	0	STARE	spleen.K562	STARE (gABC, power law)	#96ced3	47-650 variants	100-250 Kb	3-11 biosample pairs
LCL	29	13	GM12878	100	250	240	0.120833333333333	0.0541666666666667	0.448275862068966	STARE	LCL.GM12878	STARE (gABC, power law)	#96ced3	47-650 variants	100-250 Kb	3-11 biosample pairs
B	13	6	BMMC5_B	100	250	52	0.25	0.115384615384615	0.461538461538462	STARE	B.BMMC5_B	STARE (gABC, power law)	#96ced3	47-650 variants	100-250 Kb	3-11 biosample pairs
T	86	29	BMMC5_T	100	250	650	0.132307692307692	0.0446153846153846	0.337209302325581	STARE	T.BMMC5_T	STARE (gABC, power law)	#96ced3	47-650 variants	100-250 Kb	3-11 biosample pairs
myeloid	96	35	BMMC5_Myeloid	100	250	426	0.225352112676056	0.0821596244131455	0.364583333333333	STARE	myeloid.BMMC5_Myeloid	STARE (gABC, power law)	#96ced3	47-650 variants	100-250 Kb	3-11 biosample pairs
blood	27	11	BMMC5_Erythroid	100	250	243	0.111111111111111	0.0452674897119342	0.407407407407407	STARE	blood.BMMC5_Erythroid	STARE (gABC, power law)	#96ced3	47-650 variants	100-250 Kb	3-11 biosample pairs
B	10	3	PBMC5_B	100	250	52	0.192307692307692	0.0576923076923077	0.3	STARE	B.PBMC5_B	STARE (gABC, power law)	#96ced3	47-650 variants	100-250 Kb	3-11 biosample pairs
myeloid	88	30	PBMC5_Mono	100	250	426	0.206572769953052	0.0704225352112676	0.340909090909091	STARE	myeloid.PBMC5_Mono	STARE (gABC, power law)	#96ced3	47-650 variants	100-250 Kb	3-11 biosample pairs
NK	14	6	PBMC5_NK	100	250	59	0.23728813559322	0.101694915254237	0.428571428571429	STARE	NK.PBMC5_NK	STARE (gABC, power law)	#96ced3	47-650 variants	100-250 Kb	3-11 biosample pairs
T	81	36	PBMC5_T	100	250	650	0.124615384615385	0.0553846153846154	0.444444444444444	STARE	T.PBMC5_T	STARE (gABC, power law)	#96ced3	47-650 variants	100-250 Kb	3-11 biosample pairs
blood	12	1	K562	250	1000	137	0.0875912408759124	0.0072992700729927	0.0833333333333333	STARE	blood.K562	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
spleen	7	0	K562	250	1000	35	0.2	0	0	STARE	spleen.K562	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
LCL	9	3	GM12878	250	1000	132	0.0681818181818182	0.0227272727272727	0.333333333333333	STARE	LCL.GM12878	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
B	5	1	BMMC5_B	250	1000	50	0.1	0.02	0.2	STARE	B.BMMC5_B	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
T	40	14	BMMC5_T	250	1000	496	0.0806451612903226	0.0282258064516129	0.35	STARE	T.BMMC5_T	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
myeloid	22	6	BMMC5_Myeloid	250	1000	251	0.0876494023904383	0.0239043824701195	0.272727272727273	STARE	myeloid.BMMC5_Myeloid	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
blood	11	3	BMMC5_Erythroid	250	1000	137	0.0802919708029197	0.0218978102189781	0.272727272727273	STARE	blood.BMMC5_Erythroid	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
B	2	0	PBMC5_B	250	1000	50	0.04	0	0	STARE	B.PBMC5_B	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
myeloid	21	6	PBMC5_Mono	250	1000	251	0.0836653386454183	0.0239043824701195	0.285714285714286	STARE	myeloid.PBMC5_Mono	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
NK	5	2	PBMC5_NK	250	1000	44	0.113636363636364	0.0454545454545455	0.4	STARE	NK.PBMC5_NK	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
T	39	10	PBMC5_T	250	1000	496	0.0786290322580645	0.0201612903225806	0.256410256410256	STARE	T.PBMC5_T	STARE (gABC, power law)	#96ced3	35-496 variants	250-1000 Kb	3-11 biosample pairs
blood	578	486	K562	0	30000	2861	0.202027263194687	0.169870674589304	0.84083044982699	STARE	blood.K562	STARE (gABC, power law)	#96ced3	35-5192 variants	All variants	3-13 biosample pairs
spleen	130	106	K562	0	30000	621	0.209339774557166	0.170692431561997	0.815384615384615	STARE	spleen.K562	STARE (gABC, power law)	#96ced3	35-5192 variants	All variants	3-13 biosample pairs
LCL	517	443	GM12878	0	30000	2404	0.215058236272879	0.184276206322795	0.856866537717602	STARE	LCL.GM12878	STARE (gABC, power law)	#96ced3	35-5192 variants	All variants	3-13 biosample pairs
B	123	104	BMMC5_B	0	30000	540	0.227777777777778	0.192592592592593	0.845528455284553	STARE	B.BMMC5_B	STARE (gABC, power law)	#96ced3	35-5192 variants	All variants	3-13 biosample pairs
T	898	690	BMMC5_T	0	30000	5192	0.172958397534669	0.132896764252696	0.768374164810691	STARE	T.BMMC5_T	STARE (gABC, power law)	#96ced3	35-5192 variants	All variants	3-13 biosample pairs
myeloid	1312	1085	BMMC5_Myeloid	0	30000	4346	0.30188679245283	0.249654855039116	0.826981707317073	STARE	myeloid.BMMC5_Myeloid	STARE (gABC, power law)	#96ced3	35-5192 variants	All variants	3-13 biosample pairs
dendritic	14	11	BMMC5_Dendritic	0	30000	35	0.4	0.314285714285714	0.785714285714286	STARE	dendritic.BMMC5_Dendritic	STARE (gABC, power law)	#96ced3	35-5192 variants	All variants	3-13 biosample pairs
blood	554	468	BMMC5_Erythroid	0	30000	2861	0.193638587906326	0.163579168123034	0.844765342960289	STARE	blood.BMMC5_Erythroid	STARE (gABC, power law)	#96ced3	35-5192 variants	All variants	3-13 biosample pairs
B	101	84	PBMC5_B	0	30000	540	0.187037037037037	0.155555555555556	0.831683168316832	STARE	B.PBMC5_B	STARE (gABC, power law)	#96ced3	35-5192 variants	All variants	3-13 biosample pairs
dendritic	11	10	PBMC5_DC	0	30000	35	0.314285714285714	0.285714285714286	0.909090909090909	STARE	dendritic.PBMC5_DC	STARE (gABC, power law)	#96ced3	35-5192 variants	All variants	3-13 biosample pairs
myeloid	1222	994	PBMC5_Mono	0	30000	4346	0.281178094799816	0.228716060745513	0.81342062193126	STARE	myeloid.PBMC5_Mono	STARE (gABC, power law)	#96ced3	35-5192 variants	All variants	3-13 biosample pairs
NK	175	148	PBMC5_NK	0	30000	701	0.249643366619116	0.211126961483595	0.845714285714286	STARE	NK.PBMC5_NK	STARE (gABC, power law)	#96ced3	35-5192 variants	All variants	3-13 biosample pairs
T	851	650	PBMC5_T	0	30000	5192	0.163906009244992	0.125192604006163	0.763807285546416	STARE	T.PBMC5_T	STARE (gABC, power law)	#96ced3	35-5192 variants	All variants	3-13 biosample pairs
blood	20	4	K562	0	10	1001	0.01998001998002	0.003996003996004	0.2	SnapATAC	blood.K562	SnapATAC (p-value)	#5e5948	162-1444 variants	0-10 Kb	3-11 biosample pairs
spleen	3	0	K562	0	10	268	0.0111940298507463	0	0	SnapATAC	spleen.K562	SnapATAC (p-value)	#5e5948	162-1444 variants	0-10 Kb	3-11 biosample pairs
LCL	7	5	GM12878	0	10	866	0.00808314087759815	0.00577367205542725	0.714285714285714	SnapATAC	LCL.GM12878	SnapATAC (p-value)	#5e5948	162-1444 variants	0-10 Kb	3-11 biosample pairs
B	6	3	BMMC5_B	0	10	162	0.037037037037037	0.0185185185185185	0.5	SnapATAC	B.BMMC5_B	SnapATAC (p-value)	#5e5948	162-1444 variants	0-10 Kb	3-11 biosample pairs
T	30	16	BMMC5_T	0	10	1410	0.0212765957446809	0.0113475177304965	0.533333333333333	SnapATAC	T.BMMC5_T	SnapATAC (p-value)	#5e5948	162-1444 variants	0-10 Kb	3-11 biosample pairs
myeloid	109	45	BMMC5_Myeloid	0	10	1444	0.0754847645429363	0.0311634349030471	0.412844036697248	SnapATAC	myeloid.BMMC5_Myeloid	SnapATAC (p-value)	#5e5948	162-1444 variants	0-10 Kb	3-11 biosample pairs
blood	18	10	BMMC5_Erythroid	0	10	1001	0.017982017982018	0.00999000999000999	0.555555555555556	SnapATAC	blood.BMMC5_Erythroid	SnapATAC (p-value)	#5e5948	162-1444 variants	0-10 Kb	3-11 biosample pairs
B	2	0	PBMC5_B	0	10	162	0.0123456790123457	0	0	SnapATAC	B.PBMC5_B	SnapATAC (p-value)	#5e5948	162-1444 variants	0-10 Kb	3-11 biosample pairs
myeloid	97	54	PBMC5_Mono	0	10	1444	0.0671745152354571	0.0373961218836565	0.556701030927835	SnapATAC	myeloid.PBMC5_Mono	SnapATAC (p-value)	#5e5948	162-1444 variants	0-10 Kb	3-11 biosample pairs
NK	3	2	PBMC5_NK	0	10	226	0.0132743362831858	0.00884955752212389	0.666666666666667	SnapATAC	NK.PBMC5_NK	SnapATAC (p-value)	#5e5948	162-1444 variants	0-10 Kb	3-11 biosample pairs
T	27	12	PBMC5_T	0	10	1410	0.0191489361702128	0.00851063829787234	0.444444444444444	SnapATAC	T.PBMC5_T	SnapATAC (p-value)	#5e5948	162-1444 variants	0-10 Kb	3-11 biosample pairs
blood	11	1	K562	10	100	1474	0.00746268656716418	0.00067842605156038	0.0909090909090909	SnapATAC	blood.K562	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
spleen	2	0	K562	10	100	269	0.00743494423791822	0	0	SnapATAC	spleen.K562	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
LCL	12	7	GM12878	10	100	1165	0.0103004291845494	0.00600858369098713	0.583333333333333	SnapATAC	LCL.GM12878	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
B	2	2	BMMC5_B	10	100	276	0.0072463768115942	0.0072463768115942	1	SnapATAC	B.BMMC5_B	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
T	75	37	BMMC5_T	10	100	2634	0.0284738041002278	0.0140470766894457	0.493333333333333	SnapATAC	T.BMMC5_T	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
myeloid	181	61	BMMC5_Myeloid	10	100	2223	0.0814215024741341	0.0274403958614485	0.337016574585635	SnapATAC	myeloid.BMMC5_Myeloid	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
dendritic	2	2	BMMC5_Dendritic	10	100	21	0.0952380952380952	0.0952380952380952	1	SnapATAC	dendritic.BMMC5_Dendritic	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
blood	20	5	BMMC5_Erythroid	10	100	1474	0.0135685210312076	0.0033921302578019	0.25	SnapATAC	blood.BMMC5_Erythroid	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
B	5	1	PBMC5_B	10	100	276	0.0181159420289855	0.0036231884057971	0.2	SnapATAC	B.PBMC5_B	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
dendritic	0	0	PBMC5_DC	10	100	21	0	0	NA	SnapATAC	dendritic.PBMC5_DC	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
myeloid	184	62	PBMC5_Mono	10	100	2223	0.0827710301394512	0.0278902384165542	0.33695652173913	SnapATAC	myeloid.PBMC5_Mono	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
NK	11	5	PBMC5_NK	10	100	372	0.0295698924731183	0.0134408602150538	0.454545454545455	SnapATAC	NK.PBMC5_NK	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
T	42	21	PBMC5_T	10	100	2634	0.0159453302961276	0.00797266514806378	0.5	SnapATAC	T.PBMC5_T	SnapATAC (p-value)	#5e5948	21-2634 variants	10-100 Kb	3-13 biosample pairs
blood	0	0	K562	100	250	243	0	0	NA	SnapATAC	blood.K562	SnapATAC (p-value)	#5e5948	47-650 variants	100-250 Kb	3-11 biosample pairs
spleen	0	0	K562	100	250	47	0	0	NA	SnapATAC	spleen.K562	SnapATAC (p-value)	#5e5948	47-650 variants	100-250 Kb	3-11 biosample pairs
LCL	5	5	GM12878	100	250	240	0.0208333333333333	0.0208333333333333	1	SnapATAC	LCL.GM12878	SnapATAC (p-value)	#5e5948	47-650 variants	100-250 Kb	3-11 biosample pairs
B	2	1	BMMC5_B	100	250	52	0.0384615384615385	0.0192307692307692	0.5	SnapATAC	B.BMMC5_B	SnapATAC (p-value)	#5e5948	47-650 variants	100-250 Kb	3-11 biosample pairs
T	16	7	BMMC5_T	100	250	650	0.0246153846153846	0.0107692307692308	0.4375	SnapATAC	T.BMMC5_T	SnapATAC (p-value)	#5e5948	47-650 variants	100-250 Kb	3-11 biosample pairs
myeloid	29	15	BMMC5_Myeloid	100	250	426	0.068075117370892	0.0352112676056338	0.517241379310345	SnapATAC	myeloid.BMMC5_Myeloid	SnapATAC (p-value)	#5e5948	47-650 variants	100-250 Kb	3-11 biosample pairs
blood	5	2	BMMC5_Erythroid	100	250	243	0.0205761316872428	0.00823045267489712	0.4	SnapATAC	blood.BMMC5_Erythroid	SnapATAC (p-value)	#5e5948	47-650 variants	100-250 Kb	3-11 biosample pairs
B	1	1	PBMC5_B	100	250	52	0.0192307692307692	0.0192307692307692	1	SnapATAC	B.PBMC5_B	SnapATAC (p-value)	#5e5948	47-650 variants	100-250 Kb	3-11 biosample pairs
myeloid	29	10	PBMC5_Mono	100	250	426	0.068075117370892	0.0234741784037559	0.344827586206897	SnapATAC	myeloid.PBMC5_Mono	SnapATAC (p-value)	#5e5948	47-650 variants	100-250 Kb	3-11 biosample pairs
NK	3	2	PBMC5_NK	100	250	59	0.0508474576271187	0.0338983050847458	0.666666666666667	SnapATAC	NK.PBMC5_NK	SnapATAC (p-value)	#5e5948	47-650 variants	100-250 Kb	3-11 biosample pairs
T	13	8	PBMC5_T	100	250	650	0.02	0.0123076923076923	0.615384615384615	SnapATAC	T.PBMC5_T	SnapATAC (p-value)	#5e5948	47-650 variants	100-250 Kb	3-11 biosample pairs
blood	1	0	K562	250	1000	137	0.0072992700729927	0	0	SnapATAC	blood.K562	SnapATAC (p-value)	#5e5948	35-496 variants	250-1000 Kb	3-11 biosample pairs
spleen	0	0	K562	250	1000	35	0	0	NA	SnapATAC	spleen.K562	SnapATAC (p-value)	#5e5948	35-496 variants	250-1000 Kb	3-11 biosample pairs
LCL	1	1	GM12878	250	1000	132	0.00757575757575758	0.00757575757575758	1	SnapATAC	LCL.GM12878	SnapATAC (p-value)	#5e5948	35-496 variants	250-1000 Kb	3-11 biosample pairs
B	1	0	BMMC5_B	250	1000	50	0.02	0	0	SnapATAC	B.BMMC5_B	SnapATAC (p-value)	#5e5948	35-496 variants	250-1000 Kb	3-11 biosample pairs
T	6	0	BMMC5_T	250	1000	496	0.0120967741935484	0	0	SnapATAC	T.BMMC5_T	SnapATAC (p-value)	#5e5948	35-496 variants	250-1000 Kb	3-11 biosample pairs
myeloid	13	4	BMMC5_Myeloid	250	1000	251	0.051792828685259	0.0159362549800797	0.307692307692308	SnapATAC	myeloid.BMMC5_Myeloid	SnapATAC (p-value)	#5e5948	35-496 variants	250-1000 Kb	3-11 biosample pairs
blood	1	0	BMMC5_Erythroid	250	1000	137	0.0072992700729927	0	0	SnapATAC	blood.BMMC5_Erythroid	SnapATAC (p-value)	#5e5948	35-496 variants	250-1000 Kb	3-11 biosample pairs
B	1	0	PBMC5_B	250	1000	50	0.02	0	0	SnapATAC	B.PBMC5_B	SnapATAC (p-value)	#5e5948	35-496 variants	250-1000 Kb	3-11 biosample pairs
myeloid	11	1	PBMC5_Mono	250	1000	251	0.0438247011952191	0.00398406374501992	0.0909090909090909	SnapATAC	myeloid.PBMC5_Mono	SnapATAC (p-value)	#5e5948	35-496 variants	250-1000 Kb	3-11 biosample pairs
NK	2	2	PBMC5_NK	250	1000	44	0.0454545454545455	0.0454545454545455	1	SnapATAC	NK.PBMC5_NK	SnapATAC (p-value)	#5e5948	35-496 variants	250-1000 Kb	3-11 biosample pairs
T	5	1	PBMC5_T	250	1000	496	0.0100806451612903	0.00201612903225806	0.2	SnapATAC	T.PBMC5_T	SnapATAC (p-value)	#5e5948	35-496 variants	250-1000 Kb	3-11 biosample pairs
blood	32	5	K562	0	30000	2861	0.0111849003844809	0.00174764068507515	0.15625	SnapATAC	blood.K562	SnapATAC (p-value)	#5e5948	35-5192 variants	All variants	3-13 biosample pairs
spleen	5	0	K562	0	30000	621	0.00805152979066022	0	0	SnapATAC	spleen.K562	SnapATAC (p-value)	#5e5948	35-5192 variants	All variants	3-13 biosample pairs
LCL	25	18	GM12878	0	30000	2404	0.0103993344425957	0.00748752079866889	0.72	SnapATAC	LCL.GM12878	SnapATAC (p-value)	#5e5948	35-5192 variants	All variants	3-13 biosample pairs
B	11	6	BMMC5_B	0	30000	540	0.0203703703703704	0.0111111111111111	0.545454545454545	SnapATAC	B.BMMC5_B	SnapATAC (p-value)	#5e5948	35-5192 variants	All variants	3-13 biosample pairs
T	127	60	BMMC5_T	0	30000	5192	0.0244607087827427	0.0115562403697997	0.47244094488189	SnapATAC	T.BMMC5_T	SnapATAC (p-value)	#5e5948	35-5192 variants	All variants	3-13 biosample pairs
myeloid	332	125	BMMC5_Myeloid	0	30000	4346	0.0763920846755637	0.0287620800736309	0.376506024096386	SnapATAC	myeloid.BMMC5_Myeloid	SnapATAC (p-value)	#5e5948	35-5192 variants	All variants	3-13 biosample pairs
dendritic	3	3	BMMC5_Dendritic	0	30000	35	0.0857142857142857	0.0857142857142857	1	SnapATAC	dendritic.BMMC5_Dendritic	SnapATAC (p-value)	#5e5948	35-5192 variants	All variants	3-13 biosample pairs
blood	45	17	BMMC5_Erythroid	0	30000	2861	0.0157287661656763	0.00594197832925551	0.377777777777778	SnapATAC	blood.BMMC5_Erythroid	SnapATAC (p-value)	#5e5948	35-5192 variants	All variants	3-13 biosample pairs
B	9	2	PBMC5_B	0	30000	540	0.0166666666666667	0.0037037037037037	0.222222222222222	SnapATAC	B.PBMC5_B	SnapATAC (p-value)	#5e5948	35-5192 variants	All variants	3-13 biosample pairs
dendritic	1	1	PBMC5_DC	0	30000	35	0.0285714285714286	0.0285714285714286	1	SnapATAC	dendritic.PBMC5_DC	SnapATAC (p-value)	#5e5948	35-5192 variants	All variants	3-13 biosample pairs
myeloid	321	127	PBMC5_Mono	0	30000	4346	0.0738610216290842	0.029222273354809	0.395638629283489	SnapATAC	myeloid.PBMC5_Mono	SnapATAC (p-value)	#5e5948	35-5192 variants	All variants	3-13 biosample pairs
NK	19	11	PBMC5_NK	0	30000	701	0.0271041369472183	0.0156918687589158	0.578947368421053	SnapATAC	NK.PBMC5_NK	SnapATAC (p-value)	#5e5948	35-5192 variants	All variants	3-13 biosample pairs
T	87	42	PBMC5_T	0	30000	5192	0.0167565485362096	0.00808936825885978	0.482758620689655	SnapATAC	T.PBMC5_T	SnapATAC (p-value)	#5e5948	35-5192 variants	All variants	3-13 biosample pairs
blood	279	65	K562	0	10	1001	0.278721278721279	0.0649350649350649	0.232974910394265	Signac	blood.K562	Signac (p-value)	#916953	162-1444 variants	0-10 Kb	3-11 biosample pairs
spleen	64	11	K562	0	10	268	0.238805970149254	0.041044776119403	0.171875	Signac	spleen.K562	Signac (p-value)	#916953	162-1444 variants	0-10 Kb	3-11 biosample pairs
LCL	245	61	GM12878	0	10	866	0.282909930715935	0.0704387990762125	0.248979591836735	Signac	LCL.GM12878	Signac (p-value)	#916953	162-1444 variants	0-10 Kb	3-11 biosample pairs
B	5	4	BMMC5_B	0	10	162	0.0308641975308642	0.0246913580246914	0.8	Signac	B.BMMC5_B	Signac (p-value)	#916953	162-1444 variants	0-10 Kb	3-11 biosample pairs
T	42	18	BMMC5_T	0	10	1410	0.0297872340425532	0.0127659574468085	0.428571428571429	Signac	T.BMMC5_T	Signac (p-value)	#916953	162-1444 variants	0-10 Kb	3-11 biosample pairs
myeloid	110	50	BMMC5_Myeloid	0	10	1444	0.0761772853185596	0.0346260387811634	0.454545454545455	Signac	myeloid.BMMC5_Myeloid	Signac (p-value)	#916953	162-1444 variants	0-10 Kb	3-11 biosample pairs
blood	24	13	BMMC5_Erythroid	0	10	1001	0.023976023976024	0.012987012987013	0.541666666666667	Signac	blood.BMMC5_Erythroid	Signac (p-value)	#916953	162-1444 variants	0-10 Kb	3-11 biosample pairs
B	4	3	PBMC5_B	0	10	162	0.0246913580246914	0.0185185185185185	0.75	Signac	B.PBMC5_B	Signac (p-value)	#916953	162-1444 variants	0-10 Kb	3-11 biosample pairs
myeloid	109	54	PBMC5_Mono	0	10	1444	0.0754847645429363	0.0373961218836565	0.495412844036697	Signac	myeloid.PBMC5_Mono	Signac (p-value)	#916953	162-1444 variants	0-10 Kb	3-11 biosample pairs
NK	8	5	PBMC5_NK	0	10	226	0.0353982300884956	0.0221238938053097	0.625	Signac	NK.PBMC5_NK	Signac (p-value)	#916953	162-1444 variants	0-10 Kb	3-11 biosample pairs
T	53	24	PBMC5_T	0	10	1410	0.0375886524822695	0.0170212765957447	0.452830188679245	Signac	T.PBMC5_T	Signac (p-value)	#916953	162-1444 variants	0-10 Kb	3-11 biosample pairs
blood	226	28	K562	10	100	1474	0.153324287652646	0.0189959294436906	0.123893805309735	Signac	blood.K562	Signac (p-value)	#916953	21-2634 variants	10-100 Kb	3-13 biosample pairs
spleen	41	3	K562	10	100	269	0.152416356877323	0.0111524163568773	0.0731707317073171	Signac	spleen.K562	Signac (p-value)	#916953	21-2634 variants	10-100 Kb	3-13 biosample pairs
LCL	207	45	GM12878	10	100	1165	0.177682403433476	0.0386266094420601	0.217391304347826	Signac	LCL.GM12878	Signac (p-value)	#916953	21-2634 variants	10-100 Kb	3-13 biosample pairs
B	5	3	BMMC5_B	10	100	276	0.0181159420289855	0.0108695652173913	0.6	Signac	B.BMMC5_B	Signac (p-value)	#916953	21-2634 variants	10-100 Kb	3-13 biosample pairs
T	115	44	BMMC5_T	10	100	2634	0.0436598329536826	0.0167046317388003	0.382608695652174	Signac	T.BMMC5_T	Signac (p-value)	#916953	21-2634 variants	10-100 Kb	3-13 biosample pairs
myeloid	184	80	BMMC5_Myeloid	10	100	2223	0.0827710301394512	0.035987404408457	0.434782608695652	Signac	myeloid.BMMC5_Myeloid	Signac (p-value)	#916953	21-2634 variants	10-100 Kb	3-13 biosample pairs
dendritic	3	2	BMMC5_Dendritic	10	100	21	0.142857142857143	0.0952380952380952	0.666666666666667	Signac	dendritic.BMMC5_Dendritic	Signac (p-value)	#916953	21-2634 variants	10-100 Kb	3-13 biosample pairs
blood	22	6	BMMC5_Erythroid	10	100	1474	0.0149253731343284	0.00407055630936228	0.272727272727273	Signac	blood.BMMC5_Erythroid	Signac (p-value)	#916953	21-2634 variants	10-100 Kb	3-13 biosample pairs
B	7	2	PBMC5_B	10	100	276	0.0253623188405797	0.0072463768115942	0.285714285714286	Signac	B.PBMC5_B	Signac (p-value)	#916953	21-2634 variants	10-100 Kb	3-13 biosample pairs
dendritic	0	0	PBMC5_DC	10	100	21	0	0	NA	Signac	dendritic.PBMC5_DC	Signac (p-value)	#916953	21-2634 variants	10-100 Kb	3-13 biosample pairs
myeloid	177	70	PBMC5_Mono	10	100	2223	0.0796221322537112	0.0314889788573999	0.395480225988701	Signac	myeloid.PBMC5_Mono	Signac (p-value)	#916953	21-2634 variants	10-100 Kb	3-13 biosample pairs
NK	18	8	PBMC5_NK	10	100	372	0.0483870967741936	0.021505376344086	0.444444444444444	Signac	NK.PBMC5_NK	Signac (p-value)	#916953	21-2634 variants	10-100 Kb	3-13 biosample pairs
T	93	36	PBMC5_T	10	100	2634	0.0353075170842825	0.0136674259681093	0.387096774193548	Signac	T.PBMC5_T	Signac (p-value)	#916953	21-2634 variants	10-100 Kb	3-13 biosample pairs
blood	43	6	K562	100	250	243	0.176954732510288	0.0246913580246914	0.13953488372093	Signac	blood.K562	Signac (p-value)	#916953	47-650 variants	100-250 Kb	3-11 biosample pairs
spleen	4	1	K562	100	250	47	0.0851063829787234	0.0212765957446809	0.25	Signac	spleen.K562	Signac (p-value)	#916953	47-650 variants	100-250 Kb	3-11 biosample pairs
LCL	37	10	GM12878	100	250	240	0.154166666666667	0.0416666666666667	0.27027027027027	Signac	LCL.GM12878	Signac (p-value)	#916953	47-650 variants	100-250 Kb	3-11 biosample pairs
B	2	0	BMMC5_B	100	250	52	0.0384615384615385	0	0	Signac	B.BMMC5_B	Signac (p-value)	#916953	47-650 variants	100-250 Kb	3-11 biosample pairs
T	24	9	BMMC5_T	100	250	650	0.0369230769230769	0.0138461538461538	0.375	Signac	T.BMMC5_T	Signac (p-value)	#916953	47-650 variants	100-250 Kb	3-11 biosample pairs
myeloid	29	13	BMMC5_Myeloid	100	250	426	0.068075117370892	0.0305164319248826	0.448275862068966	Signac	myeloid.BMMC5_Myeloid	Signac (p-value)	#916953	47-650 variants	100-250 Kb	3-11 biosample pairs
blood	7	1	BMMC5_Erythroid	100	250	243	0.0288065843621399	0.00411522633744856	0.142857142857143	Signac	blood.BMMC5_Erythroid	Signac (p-value)	#916953	47-650 variants	100-250 Kb	3-11 biosample pairs
B	1	1	PBMC5_B	100	250	52	0.0192307692307692	0.0192307692307692	1	Signac	B.PBMC5_B	Signac (p-value)	#916953	47-650 variants	100-250 Kb	3-11 biosample pairs
myeloid	31	8	PBMC5_Mono	100	250	426	0.0727699530516432	0.0187793427230047	0.258064516129032	Signac	myeloid.PBMC5_Mono	Signac (p-value)	#916953	47-650 variants	100-250 Kb	3-11 biosample pairs
NK	4	3	PBMC5_NK	100	250	59	0.0677966101694915	0.0508474576271187	0.75	Signac	NK.PBMC5_NK	Signac (p-value)	#916953	47-650 variants	100-250 Kb	3-11 biosample pairs
